Type,Date,Fuseau horaire,Montant reçu,Monnaie ou jeton reçu,Montant envoyé,Monnaie ou jeton envoyé,Frais,Monnaie ou jeton des frais,Exchange / Plateforme,Description,Label,Prix du jeton du montant envoyé,Prix du jeton du montant recu,Prix du jeton des frais,Adresse,Transaction hash,ID Externe
Dépôt,11/04/2021 21:21:15,GMT,3.561155,XRP,,,0.050827,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.153506269,1.153506269,,,
Dépôt,11/04/2021 21:22:07,GMT,3.906415,ADA,,,0.055755,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.050004228,1.050004228,,,
Dépôt,12/04/2021 07:12:14,GMT,0.0195157,LTC,,,0.000278,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,209.065551,209.065551,,,
Dépôt,12/04/2021 07:17:22,GMT,0.00024615,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,50377.87797,50377.87797,,,
Dépôt,12/04/2021 07:17:24,GMT,0.00722465,BCH,,,0.000103,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,568.6852855,568.6852855,,,
Dépôt,12/04/2021 07:18:06,GMT,3.816946,ADA,,,0.054428,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.090554719,1.090554719,,,
Dépôt,12/04/2021 07:23:19,GMT,3.688977,XRP,,,0.052586,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.16952193,1.16952193,,,
Dépôt,12/04/2021 07:40:16,GMT,0.0045663,ETH,,,0.000071,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1800.648432,1800.648432,,,
Dépôt,12/04/2021 17:08:14,GMT,0.1367074,UNI,,,0.001955,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,28.60401869,28.60401869,,,
Dépôt,12/04/2021 18:53:10,GMT,15.375279,ADA,,,0.228765,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.090554719,1.090554719,,,
Dépôt,12/04/2021 18:53:25,GMT,14.5279,XRP,,,0.216091,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.16952193,1.16952193,,,
Dépôt,12/04/2021 18:53:46,GMT,0.674946,UNI,,,0.010281,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,28.60401869,28.60401869,,,
Dépôt,13/04/2021 07:10:36,GMT,0.14263295,UNI,,,0.002035,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,30.01408231,30.01408231,,,
Dépôt,13/04/2021 07:13:16,GMT,0.0198945,LTC,,,0.000284,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,216.3461638,216.3461638,,,
Dépôt,13/04/2021 07:17:39,GMT,0.0002472,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,52102.92803,52102.92803,,,
Dépôt,13/04/2021 07:17:40,GMT,0.00736,BCH,,,0.000105,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,599.9098677,599.9098677,,,
Dépôt,13/04/2021 07:18:15,GMT,3.875082,ADA,,,0.05529,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.152426283,1.152426283,,,
Dépôt,13/04/2021 07:22:42,GMT,3.042213,XRP,,,0.043417,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.406016933,1.406016933,,,
Dépôt,13/04/2021 07:36:35,GMT,0.0046295,ETH,,,0.000072,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1874.762117,1874.762117,,,
Dépôt,13/04/2021 18:52:34,GMT,54.529158,XRP,,,0.820348,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.406016933,1.406016933,,,
Dépôt,13/04/2021 18:52:59,GMT,70.491784,ADA,,,1.06052,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.152426283,1.152426283,,,
Dépôt,14/04/2021 07:13:55,GMT,3.114619,XRP,,,0.049672,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.49515341,1.49515341,,,
Dépôt,14/04/2021 07:15:45,GMT,0.0003094,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,52805.4335,52805.4335,,,
Dépôt,14/04/2021 07:16:45,GMT,0.00243846,BCH,,,0.000044,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,663.0658483,663.0658483,,,
Dépôt,14/04/2021 07:35:48,GMT,0.01432,LTC,,,0.000214,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,227.4011378,227.4011378,,,
Dépôt,14/04/2021 07:39:57,GMT,0.00670624,ETH,,,0.0001,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1977.200554,1977.200554,,,
Dépôt,14/04/2021 07:43:03,GMT,3.958672,ADA,,,0.06311,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.205579997,1.205579997,,,
Dépôt,14/04/2021 07:45:54,GMT,0.05513616,UNI,,,0.000989,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,29.57248028,29.57248028,,,
Dépôt,16/04/2021 07:19:27,GMT,3.661982,XRP,,,0.05841,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.367721503,1.367721503,,,
Dépôt,16/04/2021 07:20:56,GMT,0.0003268,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,51700.90932,51700.90932,,,
Dépôt,16/04/2021 07:21:48,GMT,0.0022314,BCH,,,0.00004,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,828.3592529,828.3592529,,,
Dépôt,16/04/2021 07:40:47,GMT,0.01384312,LTC,,,0.000207,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,247.560627,247.560627,,,
Dépôt,16/04/2021 07:44:20,GMT,0.00657264,ETH,,,0.000098,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2043.975286,2043.975286,,,
Dépôt,16/04/2021 07:47:15,GMT,4.210688,ADA,,,0.067197,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.197307123,1.197307123,,,
Dépôt,16/04/2021 07:49:53,GMT,0.0542524,UNI,,,0.000974,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,30.71880689,30.71880689,,,
Dépôt,17/04/2021 07:14:42,GMT,3.478395,XRP,,,0.055556,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.323215267,1.323215267,,,
Dépôt,17/04/2021 07:16:07,GMT,0.0003206,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,50888.54784,50888.54784,,,
Dépôt,17/04/2021 07:16:53,GMT,0.00166888,BCH,,,0.00003,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,894.7550933,894.7550933,,,
Dépôt,17/04/2021 07:30:02,GMT,0.0123076,LTC,,,0.000184,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,259.3714424,259.3714424,,,
Dépôt,17/04/2021 07:32:39,GMT,0.0065072,ETH,,,0.000097,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1994.939756,1994.939756,,,
Dépôt,17/04/2021 07:34:34,GMT,4.173793,ADA,,,0.066663,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.169976264,1.169976264,,,
Dépôt,17/04/2021 07:36:16,GMT,0.05450126,UNI,,,0.000979,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,29.71385445,29.71385445,,,
Dépôt,18/04/2021 07:18:05,GMT,4.426273,XRP,,,0.070695,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.17790173,1.17790173,,,
Dépôt,18/04/2021 07:19:31,GMT,0.0003552,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47560.15291,47560.15291,,,
Dépôt,18/04/2021 07:20:19,GMT,0.0021491,BCH,,,0.000039,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,798.0341604,798.0341604,,,
Dépôt,18/04/2021 07:34:39,GMT,0.0147548,LTC,,,0.000221,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,234.6645565,234.6645565,,,
Dépôt,18/04/2021 07:37:45,GMT,0.00717488,ETH,,,0.000107,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1833.261854,1833.261854,,,
Dépôt,18/04/2021 07:39:58,GMT,4.781342,ADA,,,0.076367,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.071443629,1.071443629,,,
Dépôt,18/04/2021 07:42:01,GMT,0.06229702,UNI,,,0.001119,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,27.20343646,27.20343646,,,
Dépôt,19/04/2021 01:27:06,GMT,3.439809,XRP,,,0.049323,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.138133751,1.138133751,,,
Dépôt,19/04/2021 01:27:54,GMT,2.281919,ADA,,,0.036355,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.032960522,1.032960522,,,
Dépôt,19/04/2021 01:28:32,GMT,0.0071273,LTC,,,0.000128,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,223.0793856,223.0793856,,,
Dépôt,19/04/2021 07:16:18,GMT,0.0003486,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46613.99539,46613.99539,,,
Dépôt,19/04/2021 07:17:09,GMT,0.00196972,BCH,,,0.000035,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,776.0666485,776.0666485,,,
Dépôt,19/04/2021 07:38:31,GMT,0.00705328,ETH,,,0.000106,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1829.831457,1829.831457,,,
Dépôt,19/04/2021 07:43:26,GMT,0.06213114,UNI,,,0.001117,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,26.26061494,26.26061494,,,
Échange,19/04/2021 23:24:05,GMT,0.00959825,BTC,0.6,BCH,0.000144,BTC,Revolut - account-statement.csv,Exchanged to SOL,,776.0666485,46613.99539,46613.99539,,,
Échange,19/04/2021 23:26:08,GMT,0.00845668,BTC,1.8,LTC,0.000127,BTC,Revolut - account-statement.csv,Exchanged to SOL,,223.0793856,46613.99539,46613.99539,,,
Échange,19/04/2021 23:46:24,GMT,0.00047971,BTC,0.03,BCH,0.000007,BTC,Revolut - account-statement.csv,Exchanged to SOL,,776.0666485,46613.99539,46613.99539,,,
Dépôt,20/04/2021 07:21:01,GMT,2.596107,ADA,,,0.041764,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.016504401,1.016504401,,,
Dépôt,20/04/2021 07:21:38,GMT,4.017692,XRP,,,0.058178,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.117133167,1.117133167,,,
Dépôt,20/04/2021 07:22:11,GMT,0.0003692,BTC,,,0.000006,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46477.63248,46477.63248,,,
Dépôt,20/04/2021 07:22:59,GMT,0.00229288,BCH,,,0.000028,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,765.6558738,765.6558738,,,
Dépôt,20/04/2021 07:37:36,GMT,0.00839356,LTC,,,0.000101,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,215.358262,215.358262,,,
Dépôt,20/04/2021 07:42:30,GMT,0.00771632,ETH,,,0.000116,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1860.129875,1860.129875,,,
Dépôt,20/04/2021 07:47:22,GMT,0.06889608,UNI,,,0.000832,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,26.12073744,26.12073744,,,
Dépôt,21/04/2021 07:17:22,GMT,2.357464,ADA,,,0.037789,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.031110835,1.031110835,,,
Dépôt,21/04/2021 07:18:10,GMT,3.517732,XRP,,,0.050747,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.124515492,1.124515492,,,
Dépôt,21/04/2021 07:18:48,GMT,0.0003598,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45874.86257,45874.86257,,,
Dépôt,21/04/2021 07:19:49,GMT,0.00207874,BCH,,,0.000037,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,780.9124085,780.9124085,,,
Dépôt,21/04/2021 07:38:19,GMT,0.00762098,LTC,,,0.000137,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,217.1092123,217.1092123,,,
Dépôt,21/04/2021 07:44:48,GMT,0.00697536,ETH,,,0.000105,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1960.776413,1960.776413,,,
Dépôt,21/04/2021 07:50:59,GMT,0.0632573,UNI,,,0.001139,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,27.56392238,27.56392238,,,
Dépôt,23/04/2021 07:21:27,GMT,2.874681,ADA,,,0.046167,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,0.93099654,0.93099654,,,
Dépôt,23/04/2021 07:22:11,GMT,4.641802,XRP,,,0.067101,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.938531579,0.938531579,,,
Dépôt,23/04/2021 07:22:53,GMT,0.0004056,BTC,,,0.000006,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,42066.8699,42066.8699,,,
Dépôt,23/04/2021 07:24:02,GMT,0.00257326,BCH,,,0.000046,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,682.2518173,682.2518173,,,
Dépôt,23/04/2021 07:43:58,GMT,0.00898678,LTC,,,0.000108,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,199.8017864,199.8017864,,,
Dépôt,23/04/2021 07:50:49,GMT,0.00745952,ETH,,,0.000112,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1941.974554,1941.974554,,,
Dépôt,23/04/2021 07:58:30,GMT,0.0636558,UNI,,,0.000767,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,27.53357214,27.53357214,,,
Dépôt,24/04/2021 07:19:37,GMT,2.564682,ADA,,,0.041364,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,0.937404664,0.937404664,,,
Dépôt,24/04/2021 07:20:19,GMT,4.440543,XRP,,,0.064456,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.908325937,0.908325937,,,
Dépôt,24/04/2021 07:20:54,GMT,0.0004016,BTC,,,0.000006,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,41662.29236,41662.29236,,,
Dépôt,24/04/2021 07:21:45,GMT,0.0025192,BCH,,,0.00003,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,658.3622869,658.3622869,,,
Dépôt,24/04/2021 07:38:34,GMT,0.00863172,LTC,,,0.000104,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,191.3273733,191.3273733,,,
Dépôt,24/04/2021 07:44:40,GMT,0.00703248,ETH,,,0.000106,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1880.358783,1880.358783,,,
Dépôt,24/04/2021 07:50:16,GMT,0.06265988,UNI,,,0.000758,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,25.90824725,25.90824725,,,
Dépôt,25/04/2021 07:16:50,GMT,2.694887,ADA,,,0.043464,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,0.913172277,0.913172277,,,
Dépôt,25/04/2021 07:17:37,GMT,4.775558,XRP,,,0.069319,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.87482088,0.87482088,,,
Dépôt,25/04/2021 07:18:14,GMT,0.0004034,BTC,,,0.000006,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,40927.73075,40927.73075,,,
Dépôt,25/04/2021 07:19:14,GMT,0.0025911,BCH,,,0.000031,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,635.736886,635.736886,,,
Dépôt,25/04/2021 07:36:47,GMT,0.00895332,LTC,,,0.000108,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,186.3743087,186.3743087,,,
Dépôt,25/04/2021 07:42:33,GMT,0.0073144,ETH,,,0.000111,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1882.722217,1882.722217,,,
Dépôt,25/04/2021 07:48:26,GMT,0.06532566,UNI,,,0.00079,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,26.98318508,26.98318508,,,
Dépôt,26/04/2021 07:10:59,GMT,0.02781603,UNI,,,0.000336,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,29.84984228,29.84984228,,,
Dépôt,26/04/2021 07:14:41,GMT,0.00414721,LTC,,,0.00005,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,197.6397075,197.6397075,,,
Dépôt,26/04/2021 07:16:11,GMT,1.243953,ADA,,,0.020066,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,0.983495065,0.983495065,,,
Dépôt,26/04/2021 07:29:42,GMT,0.00121821,BCH,,,0.000015,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,674.7904362,674.7904362,,,
Dépôt,26/04/2021 07:31:40,GMT,0.0001895,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,43317.84257,43317.84257,,,
Dépôt,26/04/2021 07:46:27,GMT,0.00323544,ETH,,,0.000049,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2028.665137,2028.665137,,,
Dépôt,26/04/2021 07:52:42,GMT,2.092265,XRP,,,0.03036,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.016212378,1.016212378,,,
Dépôt,27/04/2021 07:12:53,GMT,0.02467098,UNI,,,0.000298,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,32.26229111,32.26229111,,,
Dépôt,27/04/2021 07:15:59,GMT,0.00391463,LTC,,,0.000047,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,210.7783918,210.7783918,,,
Dépôt,27/04/2021 07:17:13,GMT,1.187523,ADA,,,0.019106,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.062323933,1.062323933,,,
Dépôt,27/04/2021 07:26:58,GMT,0.00115172,BCH,,,0.000014,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,720.9043953,720.9043953,,,
Dépôt,27/04/2021 07:28:21,GMT,0.0001825,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45226.87296,45226.87296,,,
Dépôt,27/04/2021 07:40:04,GMT,0.00313032,ETH,,,0.000047,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2152.475142,2152.475142,,,
Dépôt,27/04/2021 07:44:45,GMT,1.783606,XRP,,,0.025827,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.153280255,1.153280255,,,
Dépôt,28/04/2021 07:27:58,GMT,0.02523989,UNI,,,0.000304,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,34.19773053,34.19773053,,,
Dépôt,28/04/2021 07:32:14,GMT,0.00391224,LTC,,,0.000047,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,212.5330075,212.5330075,,,
Dépôt,28/04/2021 07:33:55,GMT,1.167521,ADA,,,0.018774,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.085660336,1.085660336,,,
Dépôt,28/04/2021 07:48:45,GMT,0.00113234,BCH,,,0.000014,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,738.0132174,738.0132174,,,
Dépôt,28/04/2021 07:50:53,GMT,0.0001839,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45297.40861,45297.40861,,,
Dépôt,28/04/2021 08:08:26,GMT,0.003052,ETH,,,0.000046,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2227.855667,2227.855667,,,
Dépôt,28/04/2021 08:14:58,GMT,1.818782,XRP,,,0.026354,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.131691615,1.131691615,,,
Dépôt,29/04/2021 13:00:15,GMT,1.443022,ADA,,,0.01749,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.096478896,1.096478896,,,
Dépôt,29/04/2021 13:00:49,GMT,1.413761,XRP,,,0.017135,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.141924959,1.141924959,,,
Dépôt,30/04/2021 07:16:39,GMT,0.02417716,UNI,,,0.000293,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,33.78160216,33.78160216,,,
Dépôt,30/04/2021 07:20:06,GMT,0.003767,LTC,,,0.000046,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,219.5450397,219.5450397,,,
Dépôt,30/04/2021 07:28:09,GMT,1.479754,ADA,,,0.017907,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.112043964,1.112043964,,,
Dépôt,30/04/2021 07:32:18,GMT,0.0010927,BCH,,,0.000013,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,785.4894184,785.4894184,,,
Dépôt,30/04/2021 07:33:53,GMT,0.0001837,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46285.37319,46285.37319,,,
Dépôt,30/04/2021 07:36:59,GMT,1.272061,XRP,,,0.015399,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.273479845,1.273479845,,,
Dépôt,30/04/2021 07:46:52,GMT,0.0028776,ETH,,,0.000044,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2290.244165,2290.244165,,,
Dépôt,30/04/2021 14:05:24,GMT,0.4944054,UNI,,,0.007459,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,33.78160216,33.78160216,,,
Dépôt,01/05/2021 07:14:08,GMT,0.02475678,UNI,,,0.000298,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,33.48415871,33.48415871,,,
Dépôt,01/05/2021 07:18:15,GMT,0.00366962,LTC,,,0.000044,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,227.0558139,227.0558139,,,
Dépôt,01/05/2021 07:28:15,GMT,1.476947,ADA,,,0.02663,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.120194599,1.120194599,,,
Dépôt,01/05/2021 07:33:52,GMT,0.00099033,BCH,,,0.000012,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,831.0559564,831.0559564,,,
Dépôt,01/05/2021 07:35:54,GMT,0.0001722,BTC,,,0.000002,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,48025.39692,48025.39692,,,
Dépôt,01/05/2021 07:39:45,GMT,1.266685,XRP,,,0.022839,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.335802721,1.335802721,,,
Dépôt,01/05/2021 07:52:23,GMT,0.0027984,ETH,,,0.000042,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2391.438567,2391.438567,,,
Dépôt,02/05/2021 07:14:32,GMT,0.02505058,UNI,,,0.000301,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,34.69587519,34.69587519,,,
Dépôt,02/05/2021 07:17:42,GMT,0.00370246,LTC,,,0.000044,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,225.8432686,225.8432686,,,
Dépôt,02/05/2021 07:24:56,GMT,1.515024,ADA,,,0.027317,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.112225345,1.112225345,,,
Dépôt,02/05/2021 07:28:35,GMT,0.00102546,BCH,,,0.000012,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,819.2638422,819.2638422,,,
Dépôt,02/05/2021 07:30:00,GMT,0.0001766,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47398.94161,47398.94161,,,
Dépôt,02/05/2021 07:32:48,GMT,1.282622,XRP,,,0.023126,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.3277415,1.3277415,,,
Dépôt,02/05/2021 07:41:10,GMT,0.00276008,ETH,,,0.000041,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2447.442646,2447.442646,,,
Dépôt,03/05/2021 07:13:44,GMT,0.02251896,UNI,,,0.000271,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,35.2764524,35.2764524,,,
Dépôt,03/05/2021 07:17:36,GMT,0.0036094,LTC,,,0.000043,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,235.7214829,235.7214829,,,
Dépôt,03/05/2021 07:27:04,GMT,1.487419,ADA,,,0.026846,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.121414088,1.121414088,,,
Dépôt,03/05/2021 07:32:19,GMT,0.0009816,BCH,,,0.000012,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,834.56652,834.56652,,,
Dépôt,03/05/2021 07:34:22,GMT,0.00017,BTC,,,0.000002,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47580.16063,47580.16063,,,
Dépôt,03/05/2021 07:38:15,GMT,1.233084,XRP,,,0.022254,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.300719819,1.300719819,,,
Dépôt,03/05/2021 07:50:19,GMT,0.0025416,ETH,,,0.000038,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2661.043926,2661.043926,,,
Dépôt,04/05/2021 07:13:29,GMT,0.02383448,UNI,,,0.000287,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,35.54623557,35.54623557,,,
Dépôt,04/05/2021 07:17:08,GMT,0.00346933,LTC,,,0.000042,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,251.9885275,251.9885275,,,
Dépôt,04/05/2021 07:26:27,GMT,1.510866,ADA,,,0.027226,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.089704855,1.089704855,,,
Dépôt,04/05/2021 07:31:38,GMT,0.00102842,BCH,,,0.000012,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,818.8647675,818.8647675,,,
Dépôt,04/05/2021 07:33:36,GMT,0.000178,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45762.632,45762.632,,,
Dépôt,04/05/2021 07:37:15,GMT,1.343785,XRP,,,0.024211,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.205222281,1.205222281,,,
Dépôt,04/05/2021 07:49:33,GMT,0.00240112,ETH,,,0.000036,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2783.453003,2783.453003,,,
Dépôt,05/05/2021 07:13:27,GMT,0.02315365,UNI,,,0.000278,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,35.6019835,35.6019835,,,
Dépôt,05/05/2021 07:17:45,GMT,0.00302203,LTC,,,0.000036,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,281.1447653,281.1447653,,,
Dépôt,05/05/2021 07:27:38,GMT,1.51551,ADA,,,0.027248,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.160509907,1.160509907,,,
Dépôt,05/05/2021 07:33:07,GMT,0.00093161,BCH,,,0.000011,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1025.275894,1025.275894,,,
Dépôt,05/05/2021 07:35:18,GMT,0.0001831,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46558.88908,46558.88908,,,
Dépôt,05/05/2021 07:39:55,GMT,1.386312,XRP,,,0.024923,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.268426091,1.268426091,,,
Dépôt,05/05/2021 07:53:25,GMT,0.0023876,ETH,,,0.000036,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2819.924355,2819.924355,,,
Dépôt,07/05/2021 07:20:58,GMT,0.02473009,UNI,,,0.000299,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,33.08774969,33.08774969,,,
Dépôt,07/05/2021 07:24:40,GMT,0.00269609,LTC,,,0.000033,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,290.2505434,290.2505434,,,
Dépôt,07/05/2021 07:33:40,GMT,1.22426,ADA,,,0.014773,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.369251733,1.369251733,,,
Dépôt,07/05/2021 07:38:33,GMT,0.00071704,BCH,,,0.000009,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1161.161328,1161.161328,,,
Dépôt,07/05/2021 07:40:20,GMT,0.0001787,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47075.97778,47075.97778,,,
