Symbol,Type,Quantity,Price,Value,Fees,Date
MATIC,Buy,0.41144101,$2.43,$1.00,$0.01,"Jan 4, 2022, 9:34:12 AM"
BTC,Buy,0.0002145,"$46,620.05",$10.00,$0.14,"Jan 4, 2022, 9:37:43 AM"
ETH,Buy,0.00212056,"$3,772.59",$8.00,$0.12,"Jan 4, 2022, 9:56:00 AM"
SOL,Buy,0.005918,$168.97,$1.00,$0.01,"Jan 4, 2022, 10:00:55 AM"
BTC,Buy,0.0004334,"$46,146.75",$20.00,$0.30,"Jan 4, 2022, 8:06:56 PM"
UNI,Buy,0.01075645,$18.59,$0.20,$0.00,"Jan 5, 2022, 9:14:03 AM"
DOT,Buy,0.01691027,$29.57,$0.50,$0.01,"Jan 5, 2022, 9:18:23 AM"
LTC,Buy,0.0013511,$148.03,$0.20,$0.00,"Jan 5, 2022, 9:35:26 AM"
ADA,Buy,0.371443,$1.35,$0.50,$0.01,"Jan 5, 2022, 9:41:03 AM"
MATIC,Buy,0.4113846,$2.43,$1.00,$0.01,"Jan 5, 2022, 9:42:55 AM"
BTC,Buy,0.0002143,"$46,663.56",$10.00,$0.14,"Jan 5, 2022, 9:46:27 AM"
ETH,Buy,0.00209392,"$3,820.59",$8.00,$0.12,"Jan 5, 2022, 10:05:17 AM"
SOL,Buy,0.005879,$170.08,$1.00,$0.01,"Jan 5, 2022, 10:10:26 AM"
BTC,Buy,0.0009232,"$43,327.56",$40.00,$0.59,"Jan 5, 2022, 11:21:35 PM"
ETH,Buy,0.0085185,"$3,521.75",$30.00,$0.45,"Jan 5, 2022, 11:22:15 PM"
UNI,Buy,0.01197924,$16.70,$0.20,$0.00,"Jan 6, 2022, 9:08:25 AM"
DOT,Buy,0.01908193,$26.20,$0.50,$0.01,"Jan 6, 2022, 9:12:40 AM"
LTC,Buy,0.00147282,$135.79,$0.20,$0.00,"Jan 6, 2022, 9:27:12 AM"
ADA,Buy,0.411677,$1.21,$0.50,$0.01,"Jan 6, 2022, 9:32:06 AM"
MATIC,Buy,0.469985,$2.13,$1.00,$0.01,"Jan 6, 2022, 9:33:35 AM"
BTC,Buy,0.0002322,"$43,066.32",$10.00,$0.14,"Jan 6, 2022, 9:37:02 AM"
ETH,Buy,0.00235008,"$3,404.14",$8.00,$0.12,"Jan 6, 2022, 9:54:38 AM"
SOL,Buy,0.006698,$149.29,$1.00,$0.01,"Jan 6, 2022, 10:10:26 AM"
ETH,Buy,0.0119848,"$3,337.56",$40.00,$0.59,"Jan 6, 2022, 10:49:22 AM"
UNI,Buy,0.01260009,$15.87,$0.20,$0.00,"Jan 7, 2022, 9:06:45 AM"
DOT,Buy,0.01997127,$25.04,$0.50,$0.01,"Jan 7, 2022, 9:11:34 AM"
LTC,Buy,0.00148754,$134.45,$0.20,$0.00,"Jan 7, 2022, 9:27:56 AM"
ADA,Buy,0.404982,$1.23,$0.50,$0.01,"Jan 7, 2022, 9:33:57 AM"
MATIC,Buy,0.46427799,$2.15,$1.00,$0.01,"Jan 7, 2022, 9:35:34 AM"
BTC,Buy,0.0002361,"$42,354.93",$10.00,$0.14,"Jan 7, 2022, 9:39:17 AM"
ETH,Buy,0.00247312,"$3,234.78",$8.00,$0.12,"Jan 7, 2022, 9:58:53 AM"
SOL,Buy,0.007141,$140.04,$1.00,$0.01,"Jan 7, 2022, 10:04:24 AM"
BTC,Buy,0.0004808,"$41,597.34",$20.00,$0.29,"Jan 7, 2022, 4:35:46 PM"
ETH,Buy,0.0047169,"$3,180.05",$15.00,$0.22,"Jan 7, 2022, 4:35:59 PM"
UNI,Buy,0.01237838,$16.16,$0.20,$0.00,"Jan 8, 2022, 9:09:07 AM"
DOT,Buy,0.01969668,$25.38,$0.50,$0.01,"Jan 8, 2022, 9:12:45 AM"
LTC,Buy,0.00149927,$133.40,$0.20,$0.00,"Jan 8, 2022, 9:25:23 AM"
ADA,Buy,0.403376,$1.24,$0.50,$0.01,"Jan 8, 2022, 9:29:43 AM"
MATIC,Buy,0.46950738,$2.13,$1.00,$0.01,"Jan 8, 2022, 9:31:12 AM"
BTC,Buy,0.0002381,"$41,999.16",$10.00,$0.14,"Jan 8, 2022, 9:34:17 AM"
ETH,Buy,0.0024816,"$3,223.73",$8.00,$0.12,"Jan 8, 2022, 9:50:39 AM"
SOL,Buy,0.006845,$146.08,$1.00,$0.01,"Jan 8, 2022, 9:55:17 AM"
BTC,Buy,0.0004804,"$41,631.97",$20.00,$0.29,"Jan 9, 2022, 1:38:31 AM"
ETH,Buy,0.0048537,"$3,090.43",$15.00,$0.22,"Jan 9, 2022, 1:38:41 AM"
UNI,Buy,0.01293824,$15.46,$0.20,$0.00,"Jan 9, 2022, 9:09:50 AM"
DOT,Buy,0.02064903,$24.21,$0.50,$0.01,"Jan 9, 2022, 9:13:30 AM"
LTC,Buy,0.00153821,$130.02,$0.20,$0.00,"Jan 9, 2022, 9:25:38 AM"
ADA,Buy,0.428866,$1.17,$0.50,$0.01,"Jan 9, 2022, 9:29:56 AM"
MATIC,Buy,0.49970696,$2.00,$1.00,$0.01,"Jan 9, 2022, 9:31:25 AM"
BTC,Buy,0.0002398,"$41,701.42",$10.00,$0.14,"Jan 9, 2022, 9:34:37 AM"
ETH,Buy,0.0025692,"$3,113.81",$8.00,$0.12,"Jan 9, 2022, 9:50:50 AM"
SOL,Buy,0.00715,$139.85,$1.00,$0.01,"Jan 9, 2022, 9:55:28 AM"
UNI,Buy,0.01243858,$16.08,$0.20,$0.00,"Jan 10, 2022, 9:10:15 AM"
DOT,Buy,0.02008329,$24.90,$0.50,$0.01,"Jan 10, 2022, 9:14:58 AM"
LTC,Buy,0.00153297,$130.47,$0.20,$0.00,"Jan 10, 2022, 9:30:21 AM"
ADA,Buy,0.427116,$1.17,$0.50,$0.01,"Jan 10, 2022, 9:35:33 AM"
MATIC,Buy,0.47634486,$2.10,$1.00,$0.01,"Jan 10, 2022, 9:37:11 AM"
BTC,Buy,0.0002393,"$41,788.55",$10.00,$0.14,"Jan 10, 2022, 9:40:51 AM"
ETH,Buy,0.00254408,"$3,144.56",$8.00,$0.12,"Jan 10, 2022, 10:00:15 AM"
SOL,Buy,0.007052,$141.79,$1.00,$0.01,"Jan 10, 2022, 10:07:05 AM"
BTC,Buy,0.0003603,"$41,631.97",$15.00,$0.22,"Jan 10, 2022, 12:16:30 PM"
ETH,Buy,0.0032087,"$3,116.53",$10.00,$0.14,"Jan 10, 2022, 12:16:45 PM"
UNI,Buy,0.01275403,$15.68,$0.20,$0.00,"Jan 11, 2022, 9:04:56 AM"
DOT,Buy,0.02045601,$24.44,$0.50,$0.01,"Jan 11, 2022, 9:09:14 AM"
LTC,Buy,0.0015423,$129.68,$0.20,$0.00,"Jan 11, 2022, 9:22:33 AM"
ADA,Buy,0.431264,$1.16,$0.50,$0.01,"Jan 11, 2022, 9:27:24 AM"
MATIC,Buy,0.46157471,$2.17,$1.00,$0.01,"Jan 11, 2022, 9:29:01 AM"
BTC,Buy,0.0002369,"$42,211.90",$10.00,$0.14,"Jan 11, 2022, 9:32:22 AM"
ETH,Buy,0.00257248,"$3,109.84",$8.00,$0.12,"Jan 11, 2022, 9:48:59 AM"
SOL,Buy,0.007313,$136.74,$1.00,$0.01,"Jan 11, 2022, 9:53:30 AM"
MATIC,Buy,2.13971635,$2.34,$5.00,$0.07,"Jan 11, 2022, 8:18:34 PM"
SOL,Buy,0.070401,$142.04,$10.00,$0.14,"Jan 11, 2022, 8:27:14 PM"
UNI,Buy,0.01239132,$16.14,$0.20,$0.00,"Jan 12, 2022, 9:11:38 AM"
DOT,Buy,0.01926929,$25.95,$0.50,$0.01,"Jan 12, 2022, 9:16:03 AM"
LTC,Buy,0.00151305,$132.18,$0.20,$0.00,"Jan 12, 2022, 9:30:58 AM"
ADA,Buy,0.412354,$1.21,$0.50,$0.01,"Jan 12, 2022, 9:35:42 AM"
MATIC,Buy,0.42999159,$2.33,$1.00,$0.01,"Jan 12, 2022, 9:37:12 AM"
BTC,Buy,0.0002347,"$42,607.58",$10.00,$0.14,"Jan 12, 2022, 9:40:31 AM"
ETH,Buy,0.00247408,"$3,233.53",$8.00,$0.12,"Jan 12, 2022, 9:57:55 AM"
SOL,Buy,0.007128,$140.29,$1.00,$0.01,"Jan 12, 2022, 10:03:02 AM"
BTC,Buy,0.000466,"$42,918.45",$20.00,$0.29,"Jan 12, 2022, 10:25:41 AM"
ETH,Buy,0.0045837,"$3,272.47",$15.00,$0.22,"Jan 12, 2022, 10:25:53 AM"
UNI,Buy,0.0123466,$16.20,$0.20,$0.00,"Jan 13, 2022, 9:08:56 AM"
DOT,Buy,0.01845125,$27.10,$0.50,$0.01,"Jan 13, 2022, 9:13:38 AM"
LTC,Buy,0.00142187,$140.66,$0.20,$0.00,"Jan 13, 2022, 9:28:10 AM"
ADA,Buy,0.38506,$1.30,$0.50,$0.01,"Jan 13, 2022, 9:33:14 AM"
MATIC,Buy,0.41623198,$2.40,$1.00,$0.01,"Jan 13, 2022, 9:34:46 AM"
BTC,Buy,0.0002277,"$43,917.44",$10.00,$0.14,"Jan 13, 2022, 9:38:11 AM"
ETH,Buy,0.0023816,"$3,359.09",$8.00,$0.11,"Jan 13, 2022, 9:56:13 AM"
SOL,Buy,0.006586,$151.82,$1.00,$0.01,"Jan 13, 2022, 10:01:42 AM"
UNI,Buy,0.01284687,$15.57,$0.20,$0.00,"Jan 14, 2022, 9:07:18 AM"
DOT,Buy,0.01880445,$26.59,$0.50,$0.01,"Jan 14, 2022, 9:12:12 AM"
LTC,Buy,0.00145265,$137.68,$0.20,$0.00,"Jan 14, 2022, 9:27:49 AM"
ADA,Buy,0.39496,$1.27,$0.50,$0.01,"Jan 14, 2022, 9:34:25 AM"
MATIC,Buy,0.44151678,$2.26,$1.00,$0.01,"Jan 14, 2022, 9:36:25 AM"
BTC,Buy,0.0002351,"$42,535.09",$10.00,$0.14,"Jan 14, 2022, 9:40:06 AM"
ETH,Buy,0.00245448,"$3,259.35",$8.00,$0.11,"Jan 14, 2022, 10:01:21 AM"
SOL,Buy,0.006801,$147.03,$1.00,$0.01,"Jan 14, 2022, 10:06:55 AM"
UNI,Buy,0.01226619,$16.30,$0.20,$0.00,"Jan 15, 2022, 9:08:53 AM"
DOT,Buy,0.01830732,$27.31,$0.50,$0.01,"Jan 15, 2022, 9:13:18 AM"
LTC,Buy,0.0013454,$148.65,$0.20,$0.00,"Jan 15, 2022, 9:30:12 AM"
ADA,Buy,0.394717,$1.27,$0.50,$0.01,"Jan 15, 2022, 9:35:39 AM"
MATIC,Buy,0.42872881,$2.33,$1.00,$0.01,"Jan 15, 2022, 9:37:27 AM"
BTC,Buy,0.0002323,"$43,046.25",$10.00,$0.14,"Jan 15, 2022, 9:41:37 AM"
ETH,Buy,0.00241272,"$3,315.76",$8.00,$0.12,"Jan 15, 2022, 9:58:31 AM"
SOL,Buy,0.006869,$145.56,$1.00,$0.01,"Jan 15, 2022, 10:03:34 AM"
UNI,Buy,0.01195677,$16.73,$0.20,$0.00,"Jan 16, 2022, 9:07:54 AM"
DOT,Buy,0.0176212,$28.37,$0.50,$0.01,"Jan 16, 2022, 9:22:05 AM"
LTC,Buy,0.00136852,$146.14,$0.20,$0.00,"Jan 16, 2022, 9:35:54 AM"
ADA,Buy,0.364837,$1.37,$0.50,$0.01,"Jan 16, 2022, 9:40:48 AM"
MATIC,Buy,0.42733933,$2.34,$1.00,$0.01,"Jan 16, 2022, 9:42:17 AM"
BTC,Buy,0.00023146,"$43,203.08",$10.00,$0.14,"Jan 16, 2022, 9:45:36 AM"
ETH,Buy,0.0024108,"$3,318.40",$8.00,$0.12,"Jan 16, 2022, 10:02:38 AM"
SOL,Buy,0.006688,$149.52,$1.00,$0.01,"Jan 16, 2022, 10:07:35 AM"
UNI,Buy,0.01161635,$17.22,$0.20,$0.00,"Jan 17, 2022, 9:13:25 AM"
DOT,Buy,0.01873368,$26.69,$0.50,$0.01,"Jan 17, 2022, 9:18:39 AM"
LTC,Buy,0.00134071,$149.17,$0.20,$0.00,"Jan 17, 2022, 9:38:38 AM"
ADA,Buy,0.329739,$1.52,$0.50,$0.01,"Jan 17, 2022, 9:44:40 AM"
MATIC,Buy,0.41712125,$2.40,$1.00,$0.01,"Jan 17, 2022, 9:46:33 AM"
BTC,Buy,0.00023333,"$42,856.95",$10.00,$0.14,"Jan 17, 2022, 9:50:43 AM"
ETH,Buy,0.0024364,"$3,283.53",$8.00,$0.12,"Jan 17, 2022, 10:12:39 AM"
SOL,Buy,0.006955,$143.78,$1.00,$0.01,"Jan 17, 2022, 10:19:42 AM"
UNI,Buy,0.01170911,$17.08,$0.20,$0.00,"Jan 18, 2022, 9:11:49 AM"
DOT,Buy,0.01995851,$25.05,$0.50,$0.01,"Jan 18, 2022, 9:15:55 AM"
LTC,Buy,0.00138397,$144.51,$0.20,$0.00,"Jan 18, 2022, 9:30:39 AM"
ADA,Buy,0.32632,$1.53,$0.50,$0.01,"Jan 18, 2022, 9:35:38 AM"
MATIC,Buy,0.46414171,$2.15,$1.00,$0.01,"Jan 18, 2022, 9:37:15 AM"
BTC,Buy,0.0002391,"$41,821.86",$10.00,$0.14,"Jan 18, 2022, 9:40:47 AM"
ETH,Buy,0.00253264,"$3,158.76",$8.00,$0.12,"Jan 18, 2022, 9:58:12 AM"
SOL,Buy,0.007251,$137.91,$1.00,$0.01,"Jan 18, 2022, 10:03:11 AM"
UNI,Buy,0.01303731,$15.34,$0.20,$0.00,"Jan 19, 2022, 9:09:22 AM"
DOT,Buy,0.02088666,$23.94,$0.50,$0.01,"Jan 19, 2022, 9:13:45 AM"
LTC,Buy,0.00149506,$133.77,$0.20,$0.00,"Jan 19, 2022, 9:29:11 AM"
ADA,Buy,0.364657,$1.37,$0.50,$0.01,"Jan 19, 2022, 9:34:16 AM"
MATIC,Buy,0.49199765,$2.03,$1.00,$0.01,"Jan 19, 2022, 9:36:06 AM"
BTC,Buy,0.00024232,"$41,267.65",$10.00,$0.14,"Jan 19, 2022, 9:39:48 AM"
ETH,Buy,0.00260856,"$3,066.83",$8.00,$0.12,"Jan 19, 2022, 9:57:31 AM"
SOL,Buy,0.00748,$133.67,$1.00,$0.01,"Jan 19, 2022, 10:02:46 AM"
MATIC,Buy,2.3769544,$2.10,$5.00,$0.07,"Jan 19, 2022, 2:25:35 PM"
UNI,Buy,0.01295972,$15.43,$0.20,$0.00,"Jan 20, 2022, 9:05:07 AM"
DOT,Buy,0.02040048,$24.51,$0.50,$0.01,"Jan 20, 2022, 9:08:41 AM"
LTC,Buy,0.00145023,$137.91,$0.20,$0.00,"Jan 20, 2022, 9:20:24 AM"
ADA,Buy,0.367327,$1.36,$0.50,$0.01,"Jan 20, 2022, 9:24:26 AM"
MATIC,Buy,0.48312357,$2.07,$1.00,$0.01,"Jan 20, 2022, 9:25:45 AM"
BTC,Buy,0.0002386,"$41,910.13",$10.00,$0.14,"Jan 20, 2022, 9:28:30 AM"
ETH,Buy,0.0025576,"$3,127.93",$8.00,$0.12,"Jan 20, 2022, 9:43:05 AM"
SOL,Buy,0.007289,$137.18,$1.00,$0.01,"Jan 20, 2022, 9:47:38 AM"
UNI,Buy,0.01401225,$14.27,$0.20,$0.00,"Jan 21, 2022, 9:11:33 AM"
DOT,Buy,0.02218771,$22.53,$0.50,$0.01,"Jan 21, 2022, 9:15:58 AM"
LTC,Buy,0.00159156,$125.66,$0.20,$0.00,"Jan 21, 2022, 9:31:02 AM"
ADA,Buy,0.403156,$1.24,$0.50,$0.01,"Jan 21, 2022, 9:36:13 AM"
MATIC,Buy,0.51868192,$1.93,$1.00,$0.01,"Jan 21, 2022, 9:37:54 AM"
BTC,Buy,0.0002555,"$39,138.94",$10.00,$0.14,"Jan 21, 2022, 9:41:39 AM"
ETH,Buy,0.00276312,"$2,895.28",$8.00,$0.12,"Jan 21, 2022, 10:00:16 AM"
SOL,Buy,0.007968,$125.49,$1.00,$0.01,"Jan 21, 2022, 10:06:08 AM"
BTC,Buy,0.00025613,"$39,042.61",$10.00,$0.14,"Jan 21, 2022, 11:50:54 AM"
UNI,Buy,0.01697166,$11.78,$0.20,$0.00,"Jan 22, 2022, 9:10:17 AM"
DOT,Buy,0.028048,$17.83,$0.50,$0.01,"Jan 22, 2022, 9:14:30 AM"
LTC,Buy,0.00186144,$107.44,$0.20,$0.00,"Jan 22, 2022, 9:28:08 AM"
ADA,Buy,0.474611,$1.05,$0.50,$0.01,"Jan 22, 2022, 9:32:50 AM"
MATIC,Buy,0.636096,$1.57,$1.00,$0.01,"Jan 22, 2022, 9:34:30 AM"
BTC,Buy,0.0002796,"$35,765.38",$10.00,$0.14,"Jan 22, 2022, 9:37:37 AM"
ETH,Buy,0.00322624,"$2,479.67",$8.00,$0.12,"Jan 22, 2022, 9:53:15 AM"
SOL,Buy,0.009848,$101.54,$1.00,$0.01,"Jan 22, 2022, 9:57:57 AM"
UNI,Buy,0.01712996,$11.68,$0.20,$0.00,"Jan 23, 2022, 9:12:40 AM"
DOT,Buy,0.0266741,$18.74,$0.50,$0.01,"Jan 23, 2022, 9:16:14 AM"
LTC,Buy,0.00183887,$108.76,$0.20,$0.00,"Jan 23, 2022, 9:28:05 AM"
ADA,Buy,0.443921,$1.13,$0.50,$0.01,"Jan 23, 2022, 9:32:24 AM"
MATIC,Buy,0.61702488,$1.62,$1.00,$0.01,"Jan 23, 2022, 9:33:50 AM"
BTC,Buy,0.0002797,"$35,752.59",$10.00,$0.14,"Jan 23, 2022, 9:36:49 AM"
ETH,Buy,0.0032044,"$2,496.57",$8.00,$0.12,"Jan 23, 2022, 9:52:17 AM"
SOL,Buy,0.009914,$100.86,$1.00,$0.01,"Jan 23, 2022, 9:56:59 AM"
UNI,Buy,0.01900362,$10.52,$0.20,$0.00,"Jan 24, 2022, 9:12:06 AM"
DOT,Buy,0.02882479,$17.35,$0.50,$0.01,"Jan 24, 2022, 9:16:46 AM"
LTC,Buy,0.00187239,$106.81,$0.20,$0.00,"Jan 24, 2022, 9:32:38 AM"
ADA,Buy,0.477876,$1.05,$0.50,$0.01,"Jan 24, 2022, 9:37:55 AM"
MATIC,Buy,0.68569494,$1.46,$1.00,$0.01,"Jan 24, 2022, 9:39:40 AM"
BTC,Buy,0.00028481,"$35,110.03",$10.00,$0.14,"Jan 24, 2022, 9:43:22 AM"
ETH,Buy,0.0033488,"$2,388.92",$8.00,$0.12,"Jan 24, 2022, 10:01:42 AM"
SOL,Buy,0.011437,$87.43,$1.00,$0.01,"Jan 24, 2022, 10:07:25 AM"
UNI,Buy,0.01873743,$10.67,$0.20,$0.00,"Jan 25, 2022, 9:08:33 AM"
DOT,Buy,0.02778538,$18.00,$0.50,$0.01,"Jan 25, 2022, 9:12:41 AM"
LTC,Buy,0.00185814,$107.63,$0.20,$0.00,"Jan 25, 2022, 9:27:02 AM"
ADA,Buy,0.491793,$1.02,$0.50,$0.01,"Jan 25, 2022, 9:31:55 AM"
MATIC,Buy,0.69192656,$1.45,$1.00,$0.01,"Jan 25, 2022, 9:33:33 AM"
BTC,Buy,0.0002767,"$36,140.22",$10.00,$0.14,"Jan 25, 2022, 9:37:09 AM"
ETH,Buy,0.00333824,"$2,396.47",$8.00,$0.12,"Jan 25, 2022, 9:54:22 AM"
SOL,Buy,0.010992,$90.97,$1.00,$0.01,"Jan 25, 2022, 9:59:19 AM"
UNI,Buy,0.01848965,$10.82,$0.20,$0.00,"Jan 26, 2022, 9:04:30 AM"
DOT,Buy,0.02661065,$18.79,$0.50,$0.01,"Jan 26, 2022, 9:08:33 AM"
LTC,Buy,0.00183286,$109.12,$0.20,$0.00,"Jan 26, 2022, 9:22:59 AM"
ADA,Buy,0.475124,$1.05,$0.50,$0.01,"Jan 26, 2022, 9:27:52 AM"
MATIC,Buy,0.62331479,$1.60,$1.00,$0.01,"Jan 26, 2022, 9:29:26 AM"
BTC,Buy,0.0002658,"$37,621.50",$10.00,$0.14,"Jan 26, 2022, 9:32:51 AM"
ETH,Buy,0.003216,"$2,487.56",$8.00,$0.12,"Jan 26, 2022, 9:50:20 AM"
SOL,Buy,0.010393,$96.21,$1.00,$0.01,"Jan 26, 2022, 9:55:38 AM"
UNI,Buy,0.01937519,$10.32,$0.20,$0.00,"Jan 27, 2022, 9:04:44 AM"
DOT,Buy,0.02843052,$17.59,$0.50,$0.01,"Jan 27, 2022, 9:08:55 AM"
LTC,Buy,0.00187608,$106.61,$0.20,$0.00,"Jan 27, 2022, 9:23:58 AM"
ADA,Buy,0.478946,$1.04,$0.50,$0.01,"Jan 27, 2022, 9:29:17 AM"
MATIC,Buy,0.64751068,$1.54,$1.00,$0.01,"Jan 27, 2022, 9:31:03 AM"
BTC,Buy,0.0002774,"$36,049.03",$10.00,$0.14,"Jan 27, 2022, 9:34:44 AM"
ETH,Buy,0.0032884,"$2,432.79",$8.00,$0.12,"Jan 27, 2022, 9:53:43 AM"
SOL,Buy,0.011097,$90.11,$1.00,$0.01,"Jan 27, 2022, 9:59:45 AM"
UNI,Buy,0.01953325,$10.24,$0.20,$0.00,"Jan 28, 2022, 9:13:04 AM"
DOT,Buy,0.02812865,$17.78,$0.50,$0.01,"Jan 28, 2022, 9:17:27 AM"
LTC,Buy,0.00188489,$106.11,$0.20,$0.00,"Jan 28, 2022, 9:33:06 AM"
ADA,Buy,0.485952,$1.03,$0.50,$0.01,"Jan 28, 2022, 9:38:41 AM"
MATIC,Buy,0.61468359,$1.63,$1.00,$0.01,"Jan 28, 2022, 9:40:32 AM"
BTC,Buy,0.0002736,"$36,549.71",$10.00,$0.15,"Jan 28, 2022, 9:44:33 AM"
ETH,Buy,0.00333832,"$2,396.41",$8.00,$0.12,"Jan 28, 2022, 10:04:44 AM"
SOL,Buy,0.011113,$89.98,$1.00,$0.01,"Jan 28, 2022, 10:11:03 AM"
UNI,Buy,0.01812844,$11.03,$0.20,$0.00,"Jan 29, 2022, 9:09:24 AM"
DOT,Buy,0.02671159,$18.72,$0.50,$0.01,"Jan 29, 2022, 9:13:23 AM"
LTC,Buy,0.00182351,$109.68,$0.20,$0.00,"Jan 29, 2022, 9:27:07 AM"
ADA,Buy,0.468075,$1.07,$0.50,$0.01,"Jan 29, 2022, 9:32:02 AM"
MATIC,Buy,0.577733,$1.73,$1.00,$0.01,"Jan 29, 2022, 9:33:38 AM"
BTC,Buy,0.0002639,"$37,893.14",$10.00,$0.14,"Jan 29, 2022, 9:36:49 AM"
SOL,Buy,0.01037,$96.43,$1.00,$0.01,"Jan 29, 2022, 9:58:23 AM"
ETH,Buy,0.00310376,"$2,577.52",$8.00,$0.12,"Jan 29, 2022, 1:57:10 PM"
UNI,Buy,0.01765746,$11.33,$0.20,$0.00,"Jan 30, 2022, 9:13:51 AM"
DOT,Buy,0.02647521,$18.89,$0.50,$0.01,"Jan 30, 2022, 9:17:44 AM"
LTC,Buy,0.0017995,$111.14,$0.20,$0.00,"Jan 30, 2022, 9:31:02 AM"
ADA,Buy,0.46895,$1.07,$0.50,$0.01,"Jan 30, 2022, 9:35:36 AM"
MATIC,Buy,0.59882433,$1.67,$1.00,$0.01,"Jan 30, 2022, 9:37:00 AM"
BTC,Buy,0.0002628,"$38,051.75",$10.00,$0.14,"Jan 30, 2022, 9:40:13 AM"
ETH,Buy,0.00306232,"$2,612.40",$8.00,$0.12,"Jan 30, 2022, 9:55:54 AM"
SOL,Buy,0.010439,$95.79,$1.00,$0.01,"Jan 30, 2022, 10:00:41 AM"
UNI,Buy,0.01912511,$10.46,$0.20,$0.00,"Jan 31, 2022, 9:05:14 AM"
DOT,Buy,0.0284966,$17.55,$0.50,$0.01,"Jan 31, 2022, 9:09:55 AM"
LTC,Buy,0.00190165,$105.17,$0.20,$0.00,"Jan 31, 2022, 9:25:18 AM"
ADA,Buy,0.487945,$1.02,$0.50,$0.01,"Jan 31, 2022, 9:30:26 AM"
MATIC,Buy,0.63975341,$1.56,$1.00,$0.01,"Jan 31, 2022, 9:32:06 AM"
BTC,Buy,0.0002686,"$37,230.08",$10.00,$0.14,"Jan 31, 2022, 9:35:36 AM"
ETH,Buy,0.00315544,"$2,535.30",$8.00,$0.12,"Jan 31, 2022, 9:54:14 AM"
SOL,Buy,0.011056,$90.44,$1.00,$0.01,"Jan 31, 2022, 9:59:31 AM"
UNI,Buy,0.01749602,$11.43,$0.20,$0.00,"Feb 1, 2022, 9:08:17 AM"
DOT,Buy,0.02577292,$19.40,$0.50,$0.01,"Feb 1, 2022, 9:12:51 AM"
LTC,Buy,0.00180106,$111.05,$0.20,$0.00,"Feb 1, 2022, 9:28:16 AM"
ADA,Buy,0.471742,$1.06,$0.50,$0.01,"Feb 1, 2022, 9:33:28 AM"
MATIC,Buy,0.60358422,$1.66,$1.00,$0.01,"Feb 1, 2022, 9:35:10 AM"
BTC,Buy,0.0002593,"$38,565.37",$10.00,$0.14,"Feb 1, 2022, 9:38:46 AM"
ETH,Buy,0.002894,"$2,764.34",$8.00,$0.12,"Feb 1, 2022, 9:56:37 AM"
SOL,Buy,0.009302,$107.50,$1.00,$0.01,"Feb 1, 2022, 10:01:41 AM"
UNI,Buy,0.01806364,$11.07,$0.20,$0.00,"Feb 2, 2022, 9:12:07 AM"
DOT,Buy,0.02480774,$20.15,$0.50,$0.01,"Feb 2, 2022, 9:16:49 AM"
LTC,Buy,0.00175344,$114.06,$0.20,$0.00,"Feb 2, 2022, 9:43:45 AM"
ADA,Buy,0.469897,$1.06,$0.50,$0.01,"Feb 2, 2022, 9:49:11 AM"
MATIC,Buy,0.6152648,$1.63,$1.00,$0.01,"Feb 2, 2022, 9:50:57 AM"
BTC,Buy,0.0002598,"$38,491.15",$10.00,$0.14,"Feb 2, 2022, 9:54:57 AM"
ETH,Buy,0.0028892,"$2,768.93",$8.00,$0.12,"Feb 2, 2022, 10:15:12 AM"
SOL,Buy,0.009145,$109.35,$1.00,$0.01,"Feb 2, 2022, 10:21:43 AM"
UNI,Buy,0.01908231,$10.48,$0.20,$0.00,"Feb 3, 2022, 9:07:29 AM"
DOT,Buy,0.02676745,$18.68,$0.50,$0.01,"Feb 3, 2022, 9:11:47 AM"
LTC,Buy,0.00183402,$109.05,$0.20,$0.00,"Feb 3, 2022, 9:26:44 AM"
ADA,Buy,0.480448,$1.04,$0.50,$0.01,"Feb 3, 2022, 9:31:45 AM"
MATIC,Buy,0.645299,$1.55,$1.00,$0.01,"Feb 3, 2022, 9:33:30 AM"
BTC,Buy,0.0002695,"$37,105.75",$10.00,$0.14,"Feb 3, 2022, 9:37:09 AM"
ETH,Buy,0.0029896,"$2,675.94",$8.00,$0.12,"Feb 3, 2022, 9:54:57 AM"
SOL,Buy,0.010097,$99.03,$1.00,$0.01,"Feb 3, 2022, 10:00:09 AM"
UNI,Buy,0.01861977,$10.74,$0.20,$0.00,"Feb 4, 2022, 9:04:26 AM"
DOT,Buy,0.02577631,$19.40,$0.50,$0.01,"Feb 4, 2022, 9:08:23 AM"
LTC,Buy,0.00176219,$113.49,$0.20,$0.00,"Feb 4, 2022, 9:22:12 AM"
ADA,Buy,0.467704,$1.07,$0.50,$0.01,"Feb 4, 2022, 9:26:58 AM"
MATIC,Buy,0.63125169,$1.58,$1.00,$0.01,"Feb 4, 2022, 9:28:29 AM"
BTC,Buy,0.0002636,"$37,936.27",$10.00,$0.14,"Feb 4, 2022, 9:31:58 AM"
ETH,Buy,0.00281672,"$2,840.18",$8.00,$0.11,"Feb 4, 2022, 9:49:17 AM"
SOL,Buy,0.009449,$105.82,$1.00,$0.01,"Feb 4, 2022, 9:55:03 AM"
UNI,Buy,0.01730971,$11.55,$0.20,$0.00,"Feb 5, 2022, 9:06:00 AM"
DOT,Buy,0.022875,$21.86,$0.50,$0.01,"Feb 5, 2022, 9:09:33 AM"
