Symbol,Type,Quantity,Price,Value,Fees,Date
UNI,Buy,0.01945905,$25.69,$0.50,$0.01,"Aug 27, 2021, 9:19:58 AM"
BCH,Buy,0.0004095,$610.49,$0.25,$0.00,"Aug 27, 2021, 9:31:56 AM"
LTC,Buy,0.00147608,$169.37,$0.25,$0.00,"Aug 27, 2021, 9:38:45 AM"
SOL,Buy,0.024465,$81.75,$2.00,$0.03,"Aug 27, 2021, 9:51:17 AM"
DOT,Buy,0.0402647,$24.84,$1.00,$0.01,"Aug 27, 2021, 9:52:42 AM"
BTC,Buy,0.00025248,"$47,528.52",$12.00,$0.17,"Aug 27, 2021, 9:58:16 AM"
SOL,Buy,0.012218,$81.84,$1.00,$0.01,"Aug 27, 2021, 10:01:16 AM"
ADA,Buy,0.880677,$2.84,$2.50,$0.03,"Aug 28, 2021, 9:08:13 AM"
DOT,Buy,0.02882984,$26.01,$0.75,$0.01,"Aug 28, 2021, 9:11:46 AM"
ETH,Buy,0.00293018,"$3,242.12",$9.50,$0.14,"Aug 28, 2021, 9:11:53 AM"
UNI,Buy,0.01835587,$27.24,$0.50,$0.01,"Aug 28, 2021, 9:12:37 AM"
BCH,Buy,0.0003946,$633.54,$0.25,$0.00,"Aug 28, 2021, 9:19:35 AM"
LTC,Buy,0.00142753,$175.13,$0.25,$0.00,"Aug 28, 2021, 9:23:48 AM"
SOL,Buy,0.022956,$87.12,$2.00,$0.03,"Aug 28, 2021, 9:31:54 AM"
DOT,Buy,0.03851243,$25.97,$1.00,$0.01,"Aug 28, 2021, 9:32:46 AM"
BTC,Buy,0.00024492,"$48,995.59",$12.00,$0.17,"Aug 28, 2021, 9:35:56 AM"
SOL,Buy,0.011484,$87.07,$1.00,$0.01,"Aug 28, 2021, 9:37:40 AM"
UNI,Buy,0.00938943,$26.63,$0.25,$0.00,"Aug 29, 2021, 9:08:15 AM"
ADA,Buy,0.887126,$2.82,$2.50,$0.03,"Aug 29, 2021, 9:10:35 AM"
DOT,Buy,0.02898072,$25.88,$0.75,$0.01,"Aug 29, 2021, 9:14:05 AM"
ETH,Buy,0.00296523,"$3,203.79",$9.50,$0.14,"Aug 29, 2021, 9:14:13 AM"
BCH,Buy,0.00036766,$679.96,$0.25,$0.00,"Aug 29, 2021, 9:21:58 AM"
LTC,Buy,0.00139461,$179.26,$0.25,$0.00,"Aug 29, 2021, 9:26:08 AM"
SOL,Buy,0.021193,$94.37,$2.00,$0.03,"Aug 29, 2021, 9:33:49 AM"
DOT,Buy,0.0386069,$25.90,$1.00,$0.01,"Aug 29, 2021, 9:34:40 AM"
BTC,Buy,0.00024696,"$48,590.86",$12.00,$0.17,"Aug 29, 2021, 9:37:43 AM"
SOL,Buy,0.010587,$94.45,$1.00,$0.01,"Aug 29, 2021, 9:39:15 AM"
UNI,Buy,0.0095719,$26.12,$0.25,$0.00,"Aug 30, 2021, 9:09:38 AM"
ADA,Buy,0.887,$2.82,$2.50,$0.03,"Aug 30, 2021, 9:13:41 AM"
DOT,Buy,0.02991253,$25.07,$0.75,$0.01,"Aug 30, 2021, 9:19:37 AM"
ETH,Buy,0.00299117,"$3,176.01",$9.50,$0.14,"Aug 30, 2021, 9:19:48 AM"
BCH,Buy,0.00038569,$648.18,$0.25,$0.00,"Aug 30, 2021, 9:31:05 AM"
LTC,Buy,0.00144494,$173.02,$0.25,$0.00,"Aug 30, 2021, 9:36:21 AM"
SOL,Buy,0.020104,$99.48,$2.00,$0.03,"Aug 30, 2021, 9:46:35 AM"
DOT,Buy,0.0399848,$25.01,$1.00,$0.01,"Aug 30, 2021, 9:47:47 AM"
BTC,Buy,0.0002502,"$47,961.63",$12.00,$0.17,"Aug 30, 2021, 9:52:13 AM"
SOL,Buy,0.009996,$100.04,$1.00,$0.01,"Aug 30, 2021, 9:54:38 AM"
SOL,Buy,0.030177,$99.41,$3.00,$0.04,"Aug 30, 2021, 3:26:59 PM"
UNI,Buy,0.00936527,$26.69,$0.25,$0.00,"Aug 31, 2021, 9:06:06 AM"
ADA,Buy,0.903565,$2.77,$2.50,$0.03,"Aug 31, 2021, 9:09:26 AM"
DOT,Buy,0.02770585,$27.07,$0.75,$0.01,"Aug 31, 2021, 9:14:56 AM"
ETH,Buy,0.00291355,"$3,260.62",$9.50,$0.14,"Aug 31, 2021, 9:15:07 AM"
BCH,Buy,0.00039373,$634.95,$0.25,$0.00,"Aug 31, 2021, 9:27:23 AM"
SOL,Buy,0.025182,$119.13,$3.00,$0.04,"Aug 31, 2021, 9:30:50 AM"
LTC,Buy,0.00146659,$170.46,$0.25,$0.00,"Aug 31, 2021, 9:33:55 AM"
SOL,Buy,0.016728,$119.56,$2.00,$0.03,"Aug 31, 2021, 9:46:56 AM"
DOT,Buy,0.03594105,$27.82,$1.00,$0.01,"Aug 31, 2021, 9:48:27 AM"
BTC,Buy,0.00025068,"$47,869.79",$12.00,$0.17,"Aug 31, 2021, 9:53:44 AM"
SOL,Buy,0.008364,$119.55,$1.00,$0.01,"Aug 31, 2021, 9:56:23 AM"
UNI,Buy,0.00821815,$30.42,$0.25,$0.00,"Sep 1, 2021, 9:09:08 AM"
ADA,Buy,0.893668,$2.80,$2.50,$0.03,"Sep 1, 2021, 9:12:52 AM"
DOT,Buy,0.02456135,$30.54,$0.75,$0.01,"Sep 1, 2021, 9:18:35 AM"
ETH,Buy,0.00269353,"$3,526.96",$9.50,$0.14,"Sep 1, 2021, 9:18:49 AM"
BCH,Buy,0.00039237,$637.15,$0.25,$0.00,"Sep 1, 2021, 9:33:13 AM"
LTC,Buy,0.0014474,$172.72,$0.25,$0.00,"Sep 1, 2021, 9:41:18 AM"
SOL,Buy,0.018139,$110.26,$2.00,$0.03,"Sep 1, 2021, 9:57:27 AM"
DOT,Buy,0.032994,$30.31,$1.00,$0.01,"Sep 1, 2021, 9:59:20 AM"
BTC,Buy,0.0002538,"$47,281.32",$12.00,$0.17,"Sep 1, 2021, 10:06:31 AM"
SOL,Buy,0.009063,$110.33,$1.00,$0.01,"Sep 1, 2021, 10:09:52 AM"
UNI,Buy,0.00818221,$30.55,$0.25,$0.00,"Sep 2, 2021, 9:08:16 AM"
ADA,Buy,0.812796,$3.08,$2.50,$0.03,"Sep 2, 2021, 9:11:09 AM"
DOT,Buy,0.02301,$32.59,$0.75,$0.01,"Sep 2, 2021, 9:15:30 AM"
ETH,Buy,0.00252709,"$3,759.26",$9.50,$0.14,"Sep 2, 2021, 9:15:38 AM"
BCH,Buy,0.00037172,$672.54,$0.25,$0.00,"Sep 2, 2021, 9:25:37 AM"
LTC,Buy,0.00135676,$184.26,$0.25,$0.00,"Sep 2, 2021, 9:31:00 AM"
SOL,Buy,0.017315,$115.50,$2.00,$0.03,"Sep 2, 2021, 9:42:15 AM"
DOT,Buy,0.03099276,$32.27,$1.00,$0.01,"Sep 2, 2021, 9:43:39 AM"
BTC,Buy,0.00024048,"$49,900.20",$12.00,$0.17,"Sep 2, 2021, 9:48:37 AM"
SOL,Buy,0.008737,$114.44,$1.00,$0.01,"Sep 2, 2021, 9:50:54 AM"
UNI,Buy,0.00845956,$29.55,$0.25,$0.00,"Sep 3, 2021, 9:04:59 AM"
ADA,Buy,0.846779,$2.95,$2.50,$0.03,"Sep 3, 2021, 9:08:39 AM"
DOT,Buy,0.02268128,$33.07,$0.75,$0.01,"Sep 3, 2021, 9:13:44 AM"
ETH,Buy,0.00250638,"$3,790.32",$9.50,$0.14,"Sep 3, 2021, 9:13:55 AM"
BCH,Buy,0.0003755,$665.78,$0.25,$0.00,"Sep 3, 2021, 9:26:56 AM"
LTC,Buy,0.00134858,$185.38,$0.25,$0.00,"Sep 3, 2021, 9:34:55 AM"
SOL,Buy,0.013768,$145.26,$2.00,$0.03,"Sep 3, 2021, 9:47:19 AM"
DOT,Buy,0.03026893,$33.04,$1.00,$0.01,"Sep 3, 2021, 9:48:43 AM"
BTC,Buy,0.00024324,"$49,333.99",$12.00,$0.17,"Sep 3, 2021, 9:53:31 AM"
SOL,Buy,0.00689,$145.13,$1.00,$0.01,"Sep 3, 2021, 9:56:14 AM"
UNI,Buy,0.00864582,$28.92,$0.25,$0.00,"Sep 4, 2021, 9:04:16 AM"
ADA,Buy,0.847705,$2.95,$2.50,$0.03,"Sep 4, 2021, 9:07:32 AM"
DOT,Buy,0.02244909,$33.41,$0.75,$0.01,"Sep 4, 2021, 9:12:30 AM"
ETH,Buy,0.00242297,"$3,920.80",$9.50,$0.14,"Sep 4, 2021, 9:12:42 AM"
BCH,Buy,0.00035443,$705.36,$0.25,$0.00,"Sep 4, 2021, 9:24:27 AM"
SOL,Buy,0.02029,$147.86,$3.00,$0.04,"Sep 4, 2021, 9:27:48 AM"
LTC,Buy,0.00117321,$213.09,$0.25,$0.00,"Sep 4, 2021, 9:30:42 AM"
SOL,Buy,0.013549,$147.61,$2.00,$0.03,"Sep 4, 2021, 9:42:12 AM"
DOT,Buy,0.0300872,$33.24,$1.00,$0.01,"Sep 4, 2021, 9:43:28 AM"
BTC,Buy,0.0002388,"$50,251.26",$12.00,$0.17,"Sep 4, 2021, 9:48:25 AM"
SOL,Buy,0.006819,$146.65,$1.00,$0.01,"Sep 4, 2021, 9:50:51 AM"
SOL,Buy,0.021518,$139.42,$3.00,$0.04,"Sep 4, 2021, 7:01:32 PM"
UNI,Buy,0.00861885,$29.01,$0.25,$0.00,"Sep 5, 2021, 9:11:36 AM"
ADA,Buy,0.868155,$2.88,$2.50,$0.03,"Sep 5, 2021, 9:14:41 AM"
DOT,Buy,0.02318519,$32.35,$0.75,$0.01,"Sep 5, 2021, 9:19:20 AM"
ETH,Buy,0.00244273,"$3,889.08",$9.50,$0.14,"Sep 5, 2021, 9:19:31 AM"
BCH,Buy,0.00035346,$707.28,$0.25,$0.00,"Sep 5, 2021, 9:30:10 AM"
SOL,Buy,0.021447,$139.87,$3.00,$0.04,"Sep 5, 2021, 9:33:17 AM"
LTC,Buy,0.00115973,$215.57,$0.25,$0.00,"Sep 5, 2021, 9:35:52 AM"
SOL,Buy,0.014305,$139.81,$2.00,$0.03,"Sep 5, 2021, 9:46:31 AM"
DOT,Buy,0.0309805,$32.28,$1.00,$0.01,"Sep 5, 2021, 9:47:39 AM"
BTC,Buy,0.00024048,"$49,900.20",$12.00,$0.17,"Sep 5, 2021, 9:52:01 AM"
SOL,Buy,0.007178,$139.30,$1.00,$0.01,"Sep 5, 2021, 9:54:13 AM"
UNI,Buy,0.00831152,$30.08,$0.25,$0.00,"Sep 6, 2021, 9:11:48 AM"
ADA,Buy,0.860125,$2.91,$2.50,$0.03,"Sep 6, 2021, 9:15:57 AM"
DOT,Buy,0.02161599,$34.70,$0.75,$0.01,"Sep 6, 2021, 9:22:06 AM"
ETH,Buy,0.00241338,"$3,936.39",$9.50,$0.14,"Sep 6, 2021, 9:22:21 AM"
BCH,Buy,0.00031865,$784.54,$0.25,$0.00,"Sep 6, 2021, 9:36:57 AM"
SOL,Buy,0.020489,$146.42,$3.00,$0.04,"Sep 6, 2021, 9:41:05 AM"
LTC,Buy,0.00108884,$229.60,$0.25,$0.00,"Sep 6, 2021, 9:45:01 AM"
SOL,Buy,0.013682,$146.18,$2.00,$0.03,"Sep 6, 2021, 10:00:44 AM"
DOT,Buy,0.02903267,$34.44,$1.00,$0.01,"Sep 6, 2021, 10:02:47 AM"
BTC,Buy,0.0002316,"$51,813.47",$12.00,$0.17,"Sep 6, 2021, 10:10:13 AM"
SOL,Buy,0.006849,$145.99,$1.00,$0.01,"Sep 6, 2021, 10:14:11 AM"
BTC,Buy,0.00026325,"$51,282.05",$13.50,$0.20,"Sep 6, 2021, 2:09:18 PM"
UNI,Buy,0.00880458,$28.39,$0.25,$0.00,"Sep 7, 2021, 9:08:02 AM"
ADA,Buy,0.938915,$2.66,$2.50,$0.03,"Sep 7, 2021, 9:12:06 AM"
DOT,Buy,0.02184183,$34.34,$0.75,$0.01,"Sep 7, 2021, 9:17:54 AM"
ETH,Buy,0.0024434,"$3,888.02",$9.50,$0.14,"Sep 7, 2021, 9:18:07 AM"
BCH,Buy,0.00032782,$762.60,$0.25,$0.00,"Sep 7, 2021, 9:33:10 AM"
SOL,Buy,0.015837,$189.43,$3.00,$0.04,"Sep 7, 2021, 9:37:40 AM"
LTC,Buy,0.00114654,$218.05,$0.25,$0.00,"Sep 7, 2021, 9:41:27 AM"
BTC,Buy,0.00025758,"$52,410.90",$13.50,$0.20,"Sep 7, 2021, 9:45:21 AM"
SOL,Buy,0.010552,$189.52,$2.00,$0.03,"Sep 7, 2021, 9:56:43 AM"
DOT,Buy,0.0285172,$35.07,$1.00,$0.01,"Sep 7, 2021, 9:58:29 AM"
SOL,Buy,0.005339,$187.27,$1.00,$0.01,"Sep 7, 2021, 10:08:22 AM"
ETH,Buy,0.0026412,"$3,786.16",$10.00,$0.15,"Sep 7, 2021, 10:46:02 AM"
ADA,Buy,1.905553,$2.62,$5.00,$0.07,"Sep 7, 2021, 10:46:24 AM"
BTC,Buy,0.000389,"$51,413.88",$20.00,$0.29,"Sep 7, 2021, 11:24:52 AM"
BCH,Sell,0.1,€622.19,€62.21,€0.93,"Sep 7, 2021, 11:49:34 AM"
BTC,Buy,0.00144219,"€42,931.51",€61.91,€0.93,"Sep 7, 2021, 11:49:34 AM"
LTC,Sell,0.35,€173.34,€60.66,€0.91,"Sep 7, 2021, 11:50:03 AM"
BTC,Buy,0.0014094,"€42,865.61",€60.41,€0.91,"Sep 7, 2021, 11:50:03 AM"
SOL,Buy,0.146512,€151.77,€22.23,€0.32,"Sep 7, 2021, 11:50:25 AM"
UNI,Sell,1,€22.30,€22.30,€0.32,"Sep 7, 2021, 11:50:25 AM"
ETH,Buy,0.0026871,"$3,721.48",$10.00,$0.15,"Sep 7, 2021, 11:56:44 AM"
ADA,Buy,2,$2.59,$5.18,$0.09,"Sep 7, 2021, 11:57:33 AM"
DOT,Buy,0.1551762,$32.22,$5.00,$0.07,"Sep 7, 2021, 11:58:00 AM"
BTC,Buy,0.00156699,"€41,248.67",€64.63,€0.97,"Sep 7, 2021, 4:49:29 PM"
SOL,Sell,0.5,€131.10,€65.54,€0.97,"Sep 7, 2021, 4:49:29 PM"
BTC,Buy,0.000428,"$46,728.97",$20.00,$0.29,"Sep 7, 2021, 6:04:09 PM"
ETH,Buy,0.0057976,"$3,449.70",$20.00,$0.29,"Sep 7, 2021, 6:04:24 PM"
ADA,Buy,4.158504,$2.40,$10.00,$0.15,"Sep 7, 2021, 6:04:54 PM"
DOT,Buy,0.1782824,$28.05,$5.00,$0.07,"Sep 7, 2021, 6:05:11 PM"
SOL,Buy,0.058779,$170.13,$10.00,$0.15,"Sep 7, 2021, 6:05:36 PM"
UNI,Buy,0.01103132,$22.66,$0.25,$0.00,"Sep 8, 2021, 9:03:41 AM"
ADA,Buy,1.068162,$2.34,$2.50,$0.03,"Sep 8, 2021, 9:07:07 AM"
DOT,Buy,0.02833471,$26.47,$0.75,$0.01,"Sep 8, 2021, 9:11:55 AM"
ETH,Buy,0.00285209,"$3,330.89",$9.50,$0.14,"Sep 8, 2021, 9:12:08 AM"
BCH,Buy,0.00038128,$655.68,$0.25,$0.00,"Sep 8, 2021, 9:23:41 AM"
SOL,Buy,0.018611,$161.19,$3.00,$0.04,"Sep 8, 2021, 9:27:05 AM"
LTC,Buy,0.00143906,$173.72,$0.25,$0.00,"Sep 8, 2021, 9:30:18 AM"
BTC,Buy,0.00029713,"$45,433.89",$13.50,$0.20,"Sep 8, 2021, 9:33:29 AM"
SOL,Buy,0.012613,$158.56,$2.00,$0.03,"Sep 8, 2021, 9:43:19 AM"
DOT,Buy,0.0383744,$26.06,$1.00,$0.01,"Sep 8, 2021, 9:44:52 AM"
SOL,Buy,0.00651,$153.59,$1.00,$0.01,"Sep 8, 2021, 9:53:25 AM"
BTC,Buy,0.0006486,"$46,253.47",$30.00,$0.44,"Sep 8, 2021, 4:04:06 PM"
ETH,Buy,0.00441165,"$3,400.09",$15.00,$0.22,"Sep 8, 2021, 4:05:36 PM"
ADA,Buy,2.093768,$2.39,$5.00,$0.07,"Sep 8, 2021, 4:06:01 PM"
DOT,Buy,0.107703,$27.85,$3.00,$0.04,"Sep 8, 2021, 4:06:24 PM"
SOL,Buy,0.019309,$155.36,$3.00,$0.04,"Sep 8, 2021, 4:06:38 PM"
UNI,Buy,0.01067677,$23.42,$0.25,$0.00,"Sep 9, 2021, 9:05:19 AM"
ADA,Buy,0.991443,$2.52,$2.50,$0.03,"Sep 9, 2021, 9:08:13 AM"
DOT,Buy,0.02628327,$28.54,$0.75,$0.01,"Sep 9, 2021, 9:12:29 AM"
ETH,Buy,0.00274018,"$3,466.93",$9.50,$0.14,"Sep 9, 2021, 9:12:37 AM"
BCH,Buy,0.00037435,$667.82,$0.25,$0.00,"Sep 9, 2021, 9:22:59 AM"
SOL,Buy,0.01442,$208.04,$3.00,$0.04,"Sep 9, 2021, 9:26:00 AM"
LTC,Buy,0.00136964,$182.53,$0.25,$0.00,"Sep 9, 2021, 9:28:49 AM"
BTC,Buy,0.00029214,"$46,210.72",$13.50,$0.20,"Sep 9, 2021, 9:31:32 AM"
SOL,Buy,0.00961,$208.11,$2.00,$0.03,"Sep 9, 2021, 9:39:26 AM"
DOT,Buy,0.03468742,$28.83,$1.00,$0.01,"Sep 9, 2021, 9:40:48 AM"
SOL,Buy,0.004853,$206.06,$1.00,$0.01,"Sep 9, 2021, 9:48:35 AM"
SOL,Buy,0.019264,$207.63,$4.00,$0.05,"Sep 9, 2021, 2:07:09 PM"
UNI,Buy,0.01065242,$23.47,$0.25,$0.00,"Sep 10, 2021, 9:10:16 AM"
ADA,Buy,0.996048,$2.51,$2.50,$0.03,"Sep 10, 2021, 9:13:41 AM"
DOT,Buy,0.02413078,$31.08,$0.75,$0.01,"Sep 10, 2021, 9:18:18 AM"
ETH,Buy,0.00278483,"$3,411.34",$9.50,$0.14,"Sep 10, 2021, 9:18:26 AM"
BCH,Buy,0.00037707,$662.99,$0.25,$0.00,"Sep 10, 2021, 9:29:19 AM"
SOL,Buy,0.016264,$184.46,$3.00,$0.04,"Sep 10, 2021, 9:32:29 AM"
LTC,Buy,0.00138773,$180.15,$0.25,$0.00,"Sep 10, 2021, 9:35:16 AM"
BTC,Buy,0.00029281,"$46,104.20",$13.50,$0.20,"Sep 10, 2021, 9:38:07 AM"
SOL,Buy,0.021866,$182.93,$4.00,$0.05,"Sep 10, 2021, 9:41:33 AM"
SOL,Buy,0.010877,$183.87,$2.00,$0.03,"Sep 10, 2021, 9:46:17 AM"
DOT,Buy,0.03232505,$30.94,$1.00,$0.01,"Sep 10, 2021, 9:47:40 AM"
SOL,Buy,0.005491,$182.11,$1.00,$0.01,"Sep 10, 2021, 9:55:44 AM"
BTC,Buy,0.0006594,"$45,495.91",$30.00,$0.44,"Sep 10, 2021, 7:14:07 PM"
ETH,Buy,0.004551,"$3,295.98",$15.00,$0.22,"Sep 10, 2021, 7:14:34 PM"
BTC,Buy,0.0006774,"$44,286.98",$30.00,$0.44,"Sep 10, 2021, 11:54:13 PM"
ETH,Buy,0.0047394,"$3,164.96",$15.00,$0.22,"Sep 10, 2021, 11:54:32 PM"
ADA,Buy,2.142624,$2.33,$5.00,$0.07,"Sep 10, 2021, 11:54:58 PM"
SOL,Buy,0.057546,$173.77,$10.00,$0.15,"Sep 10, 2021, 11:55:40 PM"
UNI,Buy,0.0109937,$22.74,$0.25,$0.00,"Sep 11, 2021, 9:05:49 AM"
ADA,Buy,1.033143,$2.42,$2.50,$0.03,"Sep 11, 2021, 9:09:07 AM"
DOT,Buy,0.02599089,$28.86,$0.75,$0.01,"Sep 11, 2021, 9:13:50 AM"
ETH,Buy,0.00292001,"$3,253.41",$9.50,$0.14,"Sep 11, 2021, 9:13:59 AM"
BCH,Buy,0.00039672,$630.16,$0.25,$0.00,"Sep 11, 2021, 9:24:33 AM"
SOL,Buy,0.016967,$176.80,$3.00,$0.04,"Sep 11, 2021, 9:27:49 AM"
LTC,Buy,0.00143388,$174.35,$0.25,$0.00,"Sep 11, 2021, 9:30:37 AM"
BTC,Buy,0.00030037,"$44,943.82",$13.50,$0.20,"Sep 11, 2021, 9:33:39 AM"
SOL,Buy,0.022524,$177.59,$4.00,$0.05,"Sep 11, 2021, 9:37:31 AM"
SOL,Buy,0.011329,$176.53,$2.00,$0.03,"Sep 11, 2021, 9:42:09 AM"
DOT,Buy,0.0349485,$28.61,$1.00,$0.01,"Sep 11, 2021, 9:43:22 AM"
SOL,Buy,0.005643,$177.19,$1.00,$0.01,"Sep 11, 2021, 9:50:37 AM"
UNI,Buy,0.01091204,$22.91,$0.25,$0.00,"Sep 12, 2021, 9:02:52 AM"
ADA,Buy,0.98257,$2.54,$2.50,$0.03,"Sep 12, 2021, 9:06:00 AM"
DOT,Buy,0.02408122,$31.14,$0.75,$0.01,"Sep 12, 2021, 9:10:49 AM"
ETH,Buy,0.00287432,"$3,305.13",$9.50,$0.14,"Sep 12, 2021, 9:10:58 AM"
BCH,Buy,0.0003971,$629.56,$0.25,$0.00,"Sep 12, 2021, 9:21:31 AM"
SOL,Buy,0.017063,$175.81,$3.00,$0.04,"Sep 12, 2021, 9:24:43 AM"
LTC,Buy,0.0014121,$177.04,$0.25,$0.00,"Sep 12, 2021, 9:27:31 AM"
BTC,Buy,0.00029916,"$45,126.35",$13.50,$0.20,"Sep 12, 2021, 9:30:23 AM"
SOL,Buy,0.022659,$176.52,$4.00,$0.05,"Sep 12, 2021, 9:34:03 AM"
SOL,Buy,0.011292,$177.10,$2.00,$0.03,"Sep 12, 2021, 9:38:36 AM"
DOT,Buy,0.03178721,$31.46,$1.00,$0.01,"Sep 12, 2021, 9:39:45 AM"
SOL,Buy,0.005618,$177.99,$1.00,$0.01,"Sep 12, 2021, 9:46:23 AM"
UNI,Buy,0.01104764,$22.63,$0.25,$0.00,"Sep 13, 2021, 9:11:05 AM"
ADA,Buy,1.026884,$2.43,$2.50,$0.03,"Sep 13, 2021, 9:15:02 AM"
DOT,Buy,0.02144505,$34.97,$0.75,$0.01,"Sep 13, 2021, 9:20:59 AM"
ETH,Buy,0.0029373,"$3,234.26",$9.50,$0.14,"Sep 13, 2021, 9:21:11 AM"
BCH,Buy,0.00040709,$614.11,$0.25,$0.00,"Sep 13, 2021, 9:35:53 AM"
SOL,Buy,0.01934,$155.12,$3.00,$0.04,"Sep 13, 2021, 9:40:38 AM"
LTC,Buy,0.00144304,$173.25,$0.25,$0.00,"Sep 13, 2021, 9:44:49 AM"
BTC,Buy,0.00030456,"$44,326.24",$13.50,$0.20,"Sep 13, 2021, 9:49:03 AM"
SOL,Buy,0.026312,$152.02,$4.00,$0.05,"Sep 13, 2021, 9:54:19 AM"
SOL,Buy,0.013093,$152.74,$2.00,$0.03,"Sep 13, 2021, 10:01:05 AM"
DOT,Buy,0.02953399,$33.86,$1.00,$0.01,"Sep 13, 2021, 10:03:02 AM"
SOL,Buy,0.006565,$152.30,$1.00,$0.01,"Sep 13, 2021, 10:13:38 AM"
UNI,Buy,0.01086808,$23.00,$0.25,$0.00,"Sep 14, 2021, 9:07:13 AM"
ADA,Buy,1.037327,$2.41,$2.50,$0.03,"Sep 14, 2021, 9:10:30 AM"
DOT,Buy,0.02053107,$36.53,$0.75,$0.01,"Sep 14, 2021, 9:15:22 AM"
ETH,Buy,0.00286653,"$3,314.11",$9.50,$0.14,"Sep 14, 2021, 9:15:30 AM"
BCH,Buy,0.00040285,$620.58,$0.25,$0.00,"Sep 14, 2021, 9:28:18 AM"
SOL,Buy,0.018008,$166.59,$3.00,$0.04,"Sep 14, 2021, 9:32:26 AM"
LTC,Buy,0.00139495,$179.22,$0.25,$0.00,"Sep 14, 2021, 9:35:53 AM"
BTC,Buy,0.00029538,"$45,703.84",$13.50,$0.20,"Sep 14, 2021, 9:39:22 AM"
SOL,Buy,0.024036,$166.42,$4.00,$0.05,"Sep 14, 2021, 9:43:34 AM"
SOL,Buy,0.012077,$165.59,$2.00,$0.03,"Sep 14, 2021, 9:49:01 AM"
DOT,Buy,0.02765554,$36.16,$1.00,$0.01,"Sep 14, 2021, 9:50:40 AM"
SOL,Buy,0.006035,$165.70,$1.00,$0.01,"Sep 14, 2021, 9:59:01 AM"
UNI,Buy,0.01000211,$24.99,$0.25,$0.00,"Sep 15, 2021, 9:08:49 AM"
ADA,Buy,1.050803,$2.38,$2.50,$0.03,"Sep 15, 2021, 9:13:29 AM"
DOT,Buy,0.02048511,$36.61,$0.75,$0.01,"Sep 15, 2021, 9:20:59 AM"
ETH,Buy,0.00279974,"$3,393.17",$9.50,$0.14,"Sep 15, 2021, 9:21:14 AM"
BCH,Buy,0.00039118,$639.08,$0.25,$0.00,"Sep 15, 2021, 9:36:01 AM"
SOL,Buy,0.018421,$162.85,$3.00,$0.04,"Sep 15, 2021, 9:40:07 AM"
LTC,Buy,0.00137052,$182.41,$0.25,$0.00,"Sep 15, 2021, 9:43:39 AM"
BTC,Buy,0.00028633,"$47,147.57",$13.50,$0.20,"Sep 15, 2021, 9:47:08 AM"
SOL,Buy,0.02466,$162.20,$4.00,$0.05,"Sep 15, 2021, 9:51:33 AM"
SOL,Buy,0.012346,$161.99,$2.00,$0.03,"Sep 15, 2021, 9:57:27 AM"
DOT,Buy,0.0271645,$36.81,$1.00,$0.01,"Sep 15, 2021, 9:59:08 AM"
SOL,Buy,0.006178,$161.86,$1.00,$0.01,"Sep 15, 2021, 10:09:12 AM"
ADA,Buy,0.836176,$2.39,$2.00,$0.03,"Sep 15, 2021, 11:41:56 AM"
UNI,Buy,0.00920648,$27.15,$0.25,$0.00,"Sep 16, 2021, 9:07:32 AM"
ETH,Buy,0.0026106,"$3,639.01",$9.50,$0.14,"Sep 16, 2021, 9:18:14 AM"
ADA,Buy,0.801468,$2.50,$2.00,$0.03,"Sep 16, 2021, 9:31:04 AM"
BCH,Buy,0.00038774,$644.75,$0.25,$0.00,"Sep 16, 2021, 9:31:33 AM"
SOL,Buy,0.018606,$161.24,$3.00,$0.04,"Sep 16, 2021, 9:35:11 AM"
LTC,Buy,0.00130519,$191.54,$0.25,$0.00,"Sep 16, 2021, 9:38:17 AM"
BTC,Buy,0.00027877,"$48,426.15",$13.50,$0.20,"Sep 16, 2021, 9:41:38 AM"
SOL,Buy,0.012337,$162.11,$2.00,$0.03,"Sep 16, 2021, 9:51:56 AM"
DOT,Buy,0.02779823,$35.97,$1.00,$0.01,"Sep 16, 2021, 9:53:30 AM"
SOL,Buy,0.006219,$160.78,$1.00,$0.01,"Sep 16, 2021, 10:02:29 AM"
UNI,Buy,0.00961299,$26.01,$0.25,$0.00,"Sep 17, 2021, 9:06:24 AM"
ETH,Buy,0.00266931,"$3,558.97",$9.50,$0.14,"Sep 17, 2021, 9:19:04 AM"
ADA,Buy,0.82877,$2.41,$2.00,$0.03,"Sep 17, 2021, 9:35:39 AM"
BCH,Buy,0.00038969,$641.53,$0.25,$0.00,"Sep 17, 2021, 9:36:20 AM"
SOL,Buy,0.020513,$146.25,$3.00,$0.04,"Sep 17, 2021, 9:41:16 AM"
LTC,Buy,0.00134485,$185.89,$0.25,$0.00,"Sep 17, 2021, 9:45:37 AM"
BTC,Buy,0.00028188,"$47,892.72",$13.50,$0.19,"Sep 17, 2021, 9:49:36 AM"
SOL,Buy,0.013893,$143.96,$2.00,$0.03,"Sep 17, 2021, 10:01:44 AM"
DOT,Buy,0.02805669,$35.64,$1.00,$0.01,"Sep 17, 2021, 10:03:35 AM"
SOL,Buy,0.0069,$144.91,$1.00,$0.01,"Sep 17, 2021, 10:13:32 AM"
UNI,Buy,0.00994973,$25.13,$0.25,$0.00,"Sep 18, 2021, 9:06:18 AM"
