Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2020-09-11T07:16:41.106935Z,MSFT,DIVIDEND,,,$0.22,USD,1.19
2020-09-23T05:33:38.459059Z,BLK,DIVIDEND,,,$0.63,USD,1.17
2020-09-25T05:35:36.432869Z,NVDA,DIVIDEND,,,$0.08,USD,1.17
2020-09-30T23:22:32.495860Z,,CUSTODY FEE,,,-$0.02,USD,1.18
2020-10-05T13:30:27.104335Z,DDOG,SELL - MARKET,1.1165808,$104.79,$117,USD,1.18
2020-10-31T23:17:33.870843Z,,CUSTODY FEE,,,-$0.01,USD,1.18
2020-11-02T17:34:20.887409Z,NFLX,BUY - MARKET,0.18705574,$481.14,$90,USD,1.17
2020-11-02T17:35:06.007085Z,AMZN,BUY - MARKET,0.02346741,"$2,982.86",$70,USD,1.17
2020-11-02T17:35:54.583836Z,META,BUY - MARKET,0.30575195,$261.65,$80,USD,1.17
2020-11-13T07:18:00.540528Z,AAPL,DIVIDEND,,,$0.25,USD,1.19
2020-11-19T16:36:14.983465Z,TSLA,SELL - MARKET,0.09872083,$506.58,$50,USD,1.19
2020-11-19T16:36:56.826727Z,NVDA,SELL - MARKET,0.18812309,$531.62,$100,USD,1.19
2020-11-30T15:38:26.074399Z,,CASH TOP-UP,,,$23.96,USD,1.2
2020-11-30T23:55:41.781623Z,,CUSTODY FEE,,,-$0.02,USD,1.2
2020-12-11T06:57:11.833978Z,MSFT,DIVIDEND,,,$0.25,USD,1.22
2020-12-22T06:53:50.722455Z,BLK,DIVIDEND,,,$0.63,USD,1.23
2020-12-22T15:43:15.880712Z,PLUG,BUY - MARKET,5.52944429,$36.17,$200,USD,1.23
2020-12-22T15:46:54.695392Z,NIO,BUY - MARKET,4.14937759,$48.20,$200,USD,1.23
2020-12-22T15:49:02.530502Z,MSFT,BUY - MARKET,0.14103479,$224.20,$31.62,USD,1.22
2020-12-22T18:01:42.844971Z,TSLA,SELL - MARKET,0.08033347,$622.53,$50,USD,1.22
2020-12-22T18:02:09.290778Z,GOOGL,BUY - MARKET,0.02914585,"$1,715.51",$50,USD,1.22
2020-12-24T17:20:32.489452Z,,CASH TOP-UP,,,$600,USD,1.22
2020-12-24T17:21:44.047080Z,BABA,BUY - MARKET,0.90738542,$219.08,$200,USD,1.22
2020-12-28T14:40:06.266216Z,REGI,BUY - MARKET,2.62554484,$75.71,$200,USD,1.23
2020-12-28T14:44:29.399191Z,JD,BUY - MARKET,2.38660103,$83.29,$200,USD,1.23
2020-12-28T15:50:46.391484Z,,CASH TOP-UP,,,"$1,000",USD,1.23
2020-12-28T15:52:55.333263Z,SHOP,BUY - MARKET,0.17006459,"$1,168.85",$200,USD,1.23
2020-12-28T15:53:33.066143Z,TEAM,BUY - MARKET,0.85258417,$233.15,$200,USD,1.23
2020-12-28T15:56:58.180628Z,V,BUY - MARKET,0.9376415,$212,$200,USD,1.23
2020-12-28T15:57:42.500821Z,MA,BUY - MARKET,0.52142211,$342.87,$180,USD,1.23
2020-12-28T15:58:01.274096Z,MA,BUY - MARKET,0.05476655,$342.91,$20,USD,1.23
2020-12-29T18:52:29.911428Z,REGI,BUY - MARKET,0.72042534,$67.71,$50,USD,1.23
2020-12-30T07:42:42.010578Z,NVDA,DIVIDEND,,,$0.05,USD,1.23
2021-01-01T01:57:58.108010Z,,CUSTODY FEE,,,-$0.03,USD,1.23
2021-01-07T14:40:37.494576Z,PLUG,SELL - MARKET,1.08434518,$46.12,$50,USD,1.23
2021-01-07T14:42:02.175953Z,REGI,SELL - MARKET,1.13660643,$87.99,$100,USD,1.23
2021-01-07T14:43:56.738700Z,MA,BUY - MARKET,0.5698168,$350.99,$200,USD,1.23
2021-01-07T14:52:03.246412Z,,CASH TOP-UP,,,"$1,000",USD,1.23
2021-01-07T14:54:04.769884Z,V,BUY - MARKET,0.93205795,$213.27,$200,USD,1.23
2021-01-07T14:55:24.428892Z,AAPL,BUY - MARKET,1.54308337,$128.82,$200,USD,1.23
2021-01-07T14:58:09.408371Z,MSFT,BUY - MARKET,0.91582584,$217.05,$200,USD,1.23
2021-01-11T14:42:22.490806Z,DDOG,SELL - MARKET,2.00646729,$100,$199.43,USD,1.22
2021-01-15T16:55:23.333021Z,PLUG,SELL - MARKET,1.17995028,$60.35,$70,USD,1.21
2021-01-15T16:56:22.212820Z,NIO,SELL - MARKET,0.72247545,$57.04,$40,USD,1.21
2021-01-25T14:33:34.994744Z,BB,BUY - MARKET,10.25641025,$19.50,$201.21,USD,1.22
2021-01-25T14:34:22.042644Z,PLTR,BUY - MARKET,5.78034682,$34.60,$201.21,USD,1.22
2021-01-25T14:34:33.853691Z,GME,BUY - MARKET,4.100041,$97.56,$401.21,USD,1.22
2021-01-27T13:50:27.679255Z,,CASH TOP-UP,,,"$1,000",USD,1.22
2021-01-27T14:31:07.127330Z,GME,SELL - MARKET,0.100041,$295.98,$28.39,USD,1.22
2021-01-27T16:14:18.204877Z,GME,SELL - STOP,1,$347.98,$346.76,USD,1.21
2021-01-27T17:26:52.674307Z,GME,SELL - STOP,1,$292,$290.78,USD,1.22
2021-01-27T19:06:20.212806Z,AMC,BUY - MARKET,20,$17.74,$354.80,USD,1.22
2021-01-27T20:00:13.133144Z,BB,SELL - MARKET,0.25641025,$26.29,$6.73,USD,1.22
2021-01-28T14:30:23.550230Z,MA,BUY - MARKET,0.15290519,$327,$50,USD,1.22
2021-01-28T14:30:25.648752Z,V,BUY - MARKET,0.24752475,$202,$50,USD,1.22
2021-01-28T14:33:58.431126Z,BB,BUY - MARKET,5,$18.73,$93.65,USD,1.22
2021-01-28T14:48:54.643954Z,AMC,BUY - MARKET,15,$14.49,$217.35,USD,1.22
2021-01-28T14:54:56.320029Z,ADBE,SELL - MARKET,0.2225354,$465.27,$103.53,USD,1.22
2021-01-28T14:55:45.182246Z,AAPL,SELL - MARKET,0.06862425,$138.58,$9.50,USD,1.22
2021-01-28T14:55:54.800180Z,AMC,BUY - MARKET,15,$14.69,$220.35,USD,1.22
2021-01-28T15:43:02.820735Z,BABA,SELL - MARKET,0.00738542,$258.62,$1.90,USD,1.22
2021-01-28T15:45:15.226187Z,BB,BUY - MARKET,10,$14.52,$145.20,USD,1.22
2021-01-28T15:45:36.825461Z,PLTR,BUY - MARKET,2,$36.95,$73.90,USD,1.22
2021-01-28T15:51:19.961948Z,AMC,BUY - MARKET,15,$8.39,$125.85,USD,1.22
2021-01-28T16:24:24.540146Z,PLTR,SELL - MARKET,7.78034682,$34.06,$264.98,USD,1.22
2021-01-28T16:24:40.753179Z,GME,SELL - MARKET,2,$124.38,$248.75,USD,1.22
2021-01-28T16:28:39.110681Z,BB,SELL - MARKET,15,$14.01,$210.14,USD,1.22
2021-01-28T16:29:22.300037Z,AMC,SELL - MARKET,35,$7.01,$245.33,USD,1.22
2021-01-29T17:56:57.108049Z,AMC,SELL - STOP,10,$13.10,$130.99,USD,1.22
2021-02-01T02:33:34.508671Z,,CUSTODY FEE,,,-$0.04,USD,1.22
2021-02-01T14:31:10.500390Z,PLUG,BUY - MARKET,3.10414403,$64.43,$200,USD,1.22
2021-02-01T14:31:22.513971Z,ENPH,BUY - MARKET,1.61603102,$185.64,$300,USD,1.21
2021-02-01T14:32:37.144288Z,BLK,BUY - MARKET,0.08456659,$709.50,$60,USD,1.21
2021-02-01T15:15:13.359191Z,ADBE,SELL - MARKET,0.2,$462.35,$92.46,USD,1.21
2021-02-01T15:21:59.904822Z,AAPL,BUY - MARKET,1.1,$132.64,$145.90,USD,1.21
2021-02-01T15:27:01.218821Z,AG,BUY - MARKET,9,$22.26,$200.34,USD,1.21
2021-02-01T15:29:00.614354Z,NVAX,BUY - MARKET,0.73553749,$271.91,$200,USD,1.21
2021-02-01T15:29:18.597068Z,SPWR,BUY - MARKET,5,$47.60,$238,USD,1.21
2021-02-01T15:30:26.506302Z,MRNA,BUY - MARKET,1.2,$164.19,$197.03,USD,1.21
2021-02-01T16:15:27.690511Z,AMC,SELL - MARKET,10,$14.52,$145.19,USD,1.21
2021-02-02T17:15:40.476880Z,BB,SELL - MARKET,5,$11.67,$58.35,USD,1.21
2021-02-02T17:16:14.444231Z,AMC,SELL - MARKET,2,$8.04,$16.07,USD,1.21
2021-02-02T17:16:54.741439Z,AG,BUY - MARKET,3,$17.40,$52.20,USD,1.21
2021-02-03T14:32:20.563947Z,ROKU,BUY - MARKET,0.47041113,$425.16,$200,USD,1.21
2021-02-03T22:23:27.314338Z,,CASH TOP-UP,,,"$1,000",USD,1.21
2021-02-04T14:31:11.138237Z,BILI,BUY - MARKET,1.33333333,$150,$200,USD,1.2
2021-02-04T14:31:15.829803Z,TIGR,BUY - MARKET,8.23384108,$24.29,$200,USD,1.2
2021-02-04T14:31:34.186185Z,AMD,BUY - MARKET,2.2652622,$88.29,$200,USD,1.2
2021-02-04T14:32:49.023925Z,FVRR,BUY - MARKET,0.81109579,$246.58,$200,USD,1.2
2021-02-05T14:30:40.038869Z,SPWR,SELL - MARKET,2,$40.27,$80.53,USD,1.21
2021-02-05T14:32:35.246852Z,SQ,BUY - MARKET,0.83857442,$238.50,$200,USD,1.21
2021-02-05T16:33:47.983793Z,SPWR,BUY - MARKET,2,$42.35,$84.70,USD,1.21
2021-02-08T14:42:31.492015Z,BB,SELL - MARKET,5,$14.18,$70.89,USD,1.21
2021-02-09T14:40:38.739633Z,AMC,SELL - MARKET,8,$5.56,$44.47,USD,1.21
2021-02-09T14:40:57.661393Z,AG,SELL - MARKET,12,$16.83,$201.96,USD,1.21
2021-02-09T14:43:44.102747Z,GOOGL,BUY - MARKET,0.04793542,"$2,086.14",$100,USD,1.21
2021-02-09T17:44:58.104531Z,TXMD,BUY - MARKET,80,$2.51,$200.79,USD,1.22
2021-02-09T17:48:02.618821Z,,CASH TOP-UP,,,$200,USD,1.22
2021-02-09T17:49:23.795731Z,XPEV,BUY - MARKET,4.5,$46.34,$208.53,USD,1.22
2021-02-09T18:34:06.192668Z,TSLA,SELL - MARKET,0.16211582,$844.70,$136.93,USD,1.22
2021-02-09T18:37:45.508936Z,TSLA,SELL - MARKET,0.16211583,$844.64,$136.92,USD,1.22
2021-02-09T18:40:08.392941Z,V,SELL - MARKET,0.1172242,$207.30,$24.29,USD,1.22
2021-02-09T18:40:52.129635Z,MA,SELL - MARKET,0.29891065,$333.08,$99.55,USD,1.22
2021-02-09T18:41:35.819635Z,V,SELL - MARKET,0.4,$207.15,$82.85,USD,1.22
2021-02-09T18:43:42.564879Z,SHOP,SELL - MARKET,0.01006459,"$1,445.66",$14.54,USD,1.22
2021-02-09T18:45:09.963506Z,AMD,SELL - MARKET,1.2652622,$90.98,$115.10,USD,1.22
2021-02-09T18:52:27.009572Z,ENPH,SELL - MARKET,0.61603102,$199.70,$123.01,USD,1.22
2021-02-09T18:54:35.138403Z,MSFT,SELL - MARKET,0.07227141,$243.25,$17.57,USD,1.22
2021-02-09T18:55:08.148035Z,PLUG,SELL - MARKET,0.36929286,$69.16,$25.53,USD,1.22
2021-02-09T19:00:10.685091Z,MRNA,SELL - MARKET,0.2,$177.85,$35.56,USD,1.22
2021-02-09T19:00:58.177120Z,TIGR,SELL - MARKET,0.23384108,$28.27,$6.60,USD,1.22
2021-02-09T19:02:26.534708Z,NVDA,SELL - MARKET,0.10129192,$572.70,$58,USD,1.22
2021-02-09T20:22:49.692190Z,TSLA,BUY - MARKET,0.5,$846.70,$423.35,USD,1.22
2021-02-10T06:34:48.613320Z,MA,DIVIDEND,,,$0.21,USD,1.22
2021-02-10T15:31:05.352365Z,TSLA,BUY - MARKET,0.5,$814.26,$407.13,USD,1.22
2021-02-10T15:36:37.020308Z,ROKU,SELL - MARKET,0.17041113,$457.83,$78.01,USD,1.22
2021-02-10T15:36:51.618829Z,AAPL,BUY - MARKET,1,$135.59,$135.59,USD,1.22
2021-02-10T15:38:08.138285Z,PLUG,BUY - MARKET,1,$64.60,$64.60,USD,1.22
2021-02-10T17:12:45.813697Z,,CASH TOP-UP,,,$50,USD,1.22
2021-02-10T17:13:50.293945Z,TXMD,BUY - MARKET,20,$2.14,$42.90,USD,1.22
2021-02-11T14:57:55.721867Z,,CASH TOP-UP,,,$100,USD,1.22
2021-02-11T14:58:13.545627Z,TXMD,BUY - MARKET,20,$1.95,$38.98,USD,1.22
2021-02-12T06:56:12.438822Z,AAPL,DIVIDEND,,,$0.70,USD,1.22
2021-02-16T14:46:45.561905Z,TXMD,SELL - MARKET,120,$1.92,$230.39,USD,1.22
2021-02-16T15:09:40.453319Z,NVAX,SELL - MARKET,0.33553749,$282.50,$94.78,USD,1.22
2021-02-16T17:04:04.749362Z,PLUG,BUY - MARKET,1,$61.08,$61.08,USD,1.22
2021-02-16T17:06:47.510066Z,PLUG,SELL - MARKET,8,$57.01,$456.06,USD,1.22
2021-02-16T17:07:37.045220Z,PLUG,BUY - MARKET,8,$57.69,$461.52,USD,1.22
2021-02-16T17:11:40.149707Z,SPWR,SELL - MARKET,2,$46.42,$92.83,USD,1.22
2021-02-16T17:21:04.952747Z,AAPL,BUY - MARKET,1,$133.42,$133.42,USD,1.22
2021-02-16T17:23:05.231489Z,XPEV,BUY - MARKET,1,$45.22,$45.22,USD,1.22
2021-02-16T17:25:48.012753Z,NVAX,BUY - MARKET,0.1,$269.70,$26.97,USD,1.22
2021-02-16T17:50:49.955180Z,ENPH,BUY - MARKET,0.5,$195.34,$97.67,USD,1.22
2021-02-17T18:58:41.036519Z,TIGR,BUY - LIMIT,1,$32.50,$32.50,USD,1.21
2021-02-18T14:58:15.765713Z,,CASH TOP-UP,,,$300,USD,1.21
2021-02-18T14:59:08.992550Z,SPWR,BUY - MARKET,2,$39,$78,USD,1.21
2021-02-18T15:00:35.973692Z,XPEV,BUY - MARKET,0.5,$41.92,$20.96,USD,1.21
2021-02-18T15:02:36.530526Z,REGI,BUY - MARKET,0.79063625,$96.20,$76.06,USD,1.21
2021-02-18T15:19:09.741581Z,PLUG,BUY - LIMIT,1,$52,$52,USD,1.21
2021-02-18T16:13:29.116160Z,TIGR,BUY - MARKET,1,$31,$31,USD,1.21
2021-02-18T16:15:30.393936Z,BLK,BUY - MARKET,0.06187656,$702.69,$43.48,USD,1.21
2021-02-18T16:16:34.621918Z,ENPH,BUY - MARKET,0.2,$179.50,$35.90,USD,1.21
2021-02-18T18:15:19.122876Z,,CASH TOP-UP,,,$200,USD,1.21
2021-02-18T18:15:37.711783Z,AAPL,BUY - MARKET,1,$128.65,$128.65,USD,1.21
2021-02-18T18:16:54.804504Z,BLK,BUY - MARKET,0.05,$700,$35,USD,1.21
2021-02-18T18:18:58.577297Z,GOOGL,BUY - MARKET,0.00410063,"$2,102.12",$8.62,USD,1.21
2021-02-18T20:50:31.235949Z,SPWR,BUY - MARKET,1,$36.16,$36.16,USD,1.21
2021-02-18T20:53:14.005570Z,,CASH TOP-UP,,,$100,USD,1.21
2021-02-18T20:53:19.447244Z,REGI,BUY - MARKET,0.5,$94.14,$47.07,USD,1.21
2021-02-18T20:55:31.567615Z,NIO,BUY - MARKET,0.57309786,$54.39,$31.17,USD,1.21
2021-02-19T15:04:26.382587Z,MRNA,SELL - MARKET,0.5,$173.40,$86.69,USD,1.22
2021-02-19T15:06:02.825093Z,META,BUY - MARKET,0.20888313,$266.61,$55.69,USD,1.22
2021-02-19T15:07:29.194876Z,NVAX,SELL - MARKET,0.3,$279.37,$83.80,USD,1.22
2021-02-19T15:10:38.453475Z,TEAM,SELL - MARKET,0.35258417,$256.11,$90.29,USD,1.22
2021-02-19T15:12:05.288116Z,V,BUY - MARKET,0.2,$205.05,$41.01,USD,1.22
2021-02-19T15:12:23.276499Z,MA,BUY - MARKET,0.1,$333.90,$33.39,USD,1.22
2021-02-19T16:09:15.567292Z,TIGR,SELL - MARKET,5,$36.97,$184.84,USD,1.22
2021-02-19T16:15:06.188819Z,TIGR,BUY - LIMIT,1,$36.50,$36.50,USD,1.22
2021-02-19T17:35:27.684667Z,REGI,BUY - MARKET,0.5,$97.02,$48.51,USD,1.22
2021-02-19T17:40:25.541578Z,TIGR,BUY - LIMIT,1,$36,$36,USD,1.22
2021-02-19T17:42:28.789398Z,TIGR,BUY - LIMIT,1,$35.50,$35.50,USD,1.22
2021-02-19T19:16:40.894204Z,TSLA,BUY - MARKET,0.1,$782.80,$78.28,USD,1.22
2021-02-19T19:17:41.912445Z,META,BUY - MARKET,0.2,$261.90,$52.38,USD,1.22
2021-02-19T19:22:27.806942Z,BIDU,BUY - MARKET,0.1,$321,$32.10,USD,1.22
2021-02-19T19:54:43.954669Z,TIGR,BUY - LIMIT,1,$35,$35,USD,1.22
2021-02-19T20:52:01.424104Z,XPEV,BUY - MARKET,0.5,$40.86,$20.43,USD,1.22
2021-02-20T12:51:13.189935Z,,CASH TOP-UP,,,$100,USD,1.23
2021-02-22T14:41:06.809825Z,PYPL,BUY - MARKET,0.2,$282.60,$56.52,USD,1.22
2021-02-22T14:42:13.363140Z,TIGR,BUY - MARKET,1,$33.71,$33.71,USD,1.22
2021-02-22T16:06:41.212661Z,TME,BUY - MARKET,0.5,$24.92,$12.46,USD,1.22
2021-02-22T16:07:39.487221Z,,CASH TOP-UP,,,$100,USD,1.22
2021-02-22T16:08:04.810420Z,TIGR,BUY - MARKET,1,$30.89,$30.89,USD,1.22
2021-02-22T16:22:07.144505Z,AAPL,BUY - MARKET,0.5,$126.76,$63.38,USD,1.22
2021-02-22T17:40:48.541818Z,MRNA,SELL - MARKET,0.3,$162.47,$48.73,USD,1.22
2021-02-22T17:44:33.375425Z,BILI,BUY - MARKET,0.07777777,$133.46,$10.38,USD,1.22
2021-02-22T17:45:20.348104Z,BILI,BUY - MARKET,0.08888889,$133.54,$11.87,USD,1.22
2021-02-22T20:02:22.975769Z,BKNG,BUY - MARKET,0.001,"$2,370",$2.37,USD,1.22
2021-02-22T20:03:52.570243Z,FVRR,SELL - MARKET,0.31109579,$280.01,$87.10,USD,1.22
2021-02-22T20:25:51.841272Z,GME,BUY - MARKET,1.5,$45.68,$68.52,USD,1.22
2021-02-22T20:37:11.744202Z,SPWR,BUY - LIMIT,1,$33,$33,USD,1.22
2021-02-23T15:07:12.761013Z,TSLA,SELL - MARKET,0.6,$661.62,$396.95,USD,1.22
2021-02-23T15:07:56.084115Z,GOOGL,BUY - MARKET,0.19,"$2,014.74",$382.80,USD,1.22
2021-02-23T15:09:24.071328Z,PLUG,SELL - MARKET,2,$43.52,$87.03,USD,1.22
2021-02-23T15:11:48.243266Z,GOOGL,BUY - MARKET,0.05,"$2,020",$101,USD,1.22
2021-02-23T15:12:45.470736Z,TIGR,SELL - MARKET,3,$27.02,$81.04,USD,1.22
2021-02-23T15:13:32.023689Z,GME,SELL - MARKET,1.5,$43.07,$64.60,USD,1.22
2021-02-23T15:13:46.356484Z,MSFT,BUY - MARKET,0.5,$231.78,$115.89,USD,1.22
2021-02-23T15:14:18.283991Z,ENPH,SELL - MARKET,0.7,$159,$111.29,USD,1.22
2021-02-23T15:17:23.557490Z,AMZN,BUY - MARKET,0.01213,"$3,128.61",$37.95,USD,1.22
2021-02-23T15:18:49.486798Z,SPWR,SELL - MARKET,2,$31.56,$63.11,USD,1.22
2021-02-23T15:19:09.361755Z,XPEV,SELL - MARKET,2.5,$35.08,$87.68,USD,1.22
2021-02-23T15:20:37.769385Z,BLK,BUY - MARKET,0.1,$691.70,$69.17,USD,1.22
2021-02-23T15:21:12.130647Z,BILI,SELL - MARKET,0.49999999,$122.88,$61.43,USD,1.22
2021-02-23T15:22:09.752499Z,NVDA,BUY - MARKET,0.2,$550.45,$110.09,USD,1.22
2021-02-23T15:22:48.021822Z,PYPL,BUY - MARKET,0.3,$263.80,$79.14,USD,1.22
2021-02-23T15:23:47.229993Z,BABA,BUY - MARKET,0.1,$248.30,$24.83,USD,1.22
2021-02-23T15:27:41.416729Z,REGI,SELL - MARKET,1.5,$91.04,$136.55,USD,1.22
2021-02-23T15:28:05.212359Z,META,BUY - MARKET,0.3,$264.93,$79.48,USD,1.22
2021-02-23T15:28:33.528336Z,AMZN,BUY - MARKET,0.02,"$3,151.50",$63.03,USD,1.22
2021-02-23T15:29:06.120707Z,XPEV,SELL - MARKET,1,$35.69,$35.68,USD,1.22
2021-02-23T15:29:57.729916Z,TSLA,BUY - MARKET,0.1,$691.70,$69.17,USD,1.22
2021-02-23T15:31:32.739616Z,BILI,SELL - MARKET,0.5,$124.22,$62.10,USD,1.22
2021-02-23T15:33:14.054680Z,NVAX,SELL - MARKET,0.2,$228.55,$45.70,USD,1.22
2021-02-23T15:33:27.687805Z,MRNA,SELL - MARKET,0.2,$143.65,$28.72,USD,1.22
2021-02-23T15:34:10.670238Z,PYPL,BUY - MARKET,0.5,$264.10,$132.05,USD,1.22
2021-02-23T15:34:28.006592Z,ROKU,SELL - MARKET,0.2,$410.35,$82.06,USD,1.22
2021-02-23T15:34:51.205291Z,XPEV,SELL - MARKET,1,$35.31,$35.30,USD,1.22
2021-02-23T15:35:51.351072Z,AAPL,BUY - MARKET,0.5,$122.72,$61.36,USD,1.22
2021-02-23T15:40:49.011950Z,JD,BUY - MARKET,0.61339897,$96.43,$59.15,USD,1.22
2021-02-23T17:43:59.245878Z,PLUG,SELL - MARKET,3,$44.75,$134.24,USD,1.22
2021-02-23T17:46:06.486132Z,TSLA,SELL - MARKET,0.2,$671.65,$134.32,USD,1.22
2021-02-23T18:02:56.165553Z,KO,BUY - MARKET,5,$50.87,$254.35,USD,1.22
2021-02-23T18:06:00.134883Z,REGI,SELL - MARKET,0.5,$90.40,$45.19,USD,1.22
2021-02-23T18:08:52.881447Z,BIDU,SELL - MARKET,0.1,$307.50,$30.74,USD,1.22
2021-02-23T18:11:24.681781Z,GOOGL,BUY - MARKET,0.05,"$2,027.60",$101.38,USD,1.22
2021-02-24T23:23:35.893431Z,,CASH TOP-UP,,,$100,USD,1.22
2021-02-25T14:30:20.633753Z,KO,SELL - MARKET,1,$50.39,$50.38,USD,1.23
2021-02-25T14:30:27.591245Z,AAPL,SELL - MARKET,1,$124.30,$124.29,USD,1.23
2021-02-25T14:30:45.973332Z,GOOGL,SELL - MARKET,0.05,"$2,065.60",$103.27,USD,1.23
2021-02-25T14:39:19.884285Z,BB,BUY - MARKET,5,$11.73,$58.65,USD,1.23
2021-02-25T14:39:33.555460Z,GME,BUY - MARKET,2,$149.03,$298.06,USD,1.23
2021-02-25T14:41:00.135232Z,GME,SELL - MARKET,2,$133,$265.98,USD,1.23
2021-02-25T14:44:09.142691Z,BB,SELL - MARKET,5,$11.26,$56.29,USD,1.23
2021-02-25T15:02:49.779667Z,GME,BUY - MARKET,2,$114.76,$229.52,USD,1.23
2021-02-25T16:43:48.077377Z,BKNG,BUY - MARKET,0.049,"$2,304.69",$112.93,USD,1.23
2021-02-25T17:34:13.737184Z,REGI,SELL - MARKET,0.5,$87.24,$43.61,USD,1.23
2021-02-25T17:34:54.816086Z,NIO,SELL - MARKET,1,$48.20,$48.19,USD,1.23
2021-02-25T17:35:50.182997Z,TSLA,SELL - MARKET,0.1,$693,$69.29,USD,1.23
2021-02-25T17:37:17.565309Z,AMZN,BUY - MARKET,0.05,"$3,104.80",$155.24,USD,1.23
2021-02-25T17:39:05.581155Z,SQ,SELL - MARKET,0.23857442,$231.29,$55.17,USD,1.23
2021-02-25T17:39:52.039981Z,SPWR,SELL - MARKET,1,$35.47,$35.46,USD,1.23
2021-02-25T17:40:19.868769Z,TIGR,SELL - MARKET,1,$25.71,$25.70,USD,1.23
2021-02-25T17:48:36.950750Z,PYPL,BUY - MARKET,0.4,$254.80,$101.92,USD,1.23
2021-02-26T20:31:08.826895Z,TIGR,SELL - MARKET,2,$23.78,$47.56,USD,1.21
2021-02-26T20:32:07.817148Z,PLUG,SELL - MARKET,1,$48.23,$48.22,USD,1.21
